date,iso_code,monthly_new_cases,monthly_total_cases
2021-12-01,LAO,1,24
2022-01-01,LAO,15,39
2022-02-01,LAO,2,41
2022-03-01,LAO,0,41
2022-04-01,LAO,4,45
2022-05-01,LAO,4,49
2022-06-01,LAO,274,323
2022-07-01,LAO,1588,1911
2022-08-01,LAO,199,2110
2022-09-01,LAO,2652,4762
2022-10-01,LAO,9879,14641
2022-11-01,LAO,7178,21819
2022-12-01,LAO,13814,35633
2023-01-01,LAO,35885,71518
2023-02-01,LAO,34713,106231
2023-03-01,LAO,4829,111060
2019-12-01,LAO,1707,112767
2020-01-01,LAO,20757,133524
2020-02-01,LAO,9085,142609
2020-03-01,LAO,40951,183560
2020-04-01,LAO,23909,207469
2020-05-01,LAO,2612,210081
2020-06-01,LAO,228,210307
2020-07-01,LAO,932,211239
2020-08-01,LAO,3168,214407
2020-09-01,LAO,1473,215880
2020-10-01,LAO,356,216236
2020-11-01,LAO,607,216843
2020-12-01,LAO,954,217797
2021-01-01,LAO,193,217990
2021-02-01,LAO,30,218020
2021-02-01,LVA,,
2021-03-01,LVA,221,221
2021-04-01,LVA,540,761
2021-05-01,LVA,296,1057
2021-06-01,LVA,54,1111
2021-07-01,LVA,86,1197
2021-08-01,LVA,163,1360
2021-09-01,LVA,212,1572
2021-10-01,LVA,3572,5144
2021-11-01,LVA,9129,14273
2021-12-01,LVA,19211,33484
2022-01-01,LVA,29543,63027
2022-02-01,LVA,20418,83445
2022-03-01,LVA,15425,98870
2022-04-01,LVA,14113,112983
2022-05-01,LVA,18927,131910
2022-06-01,LVA,5167,137077
2022-07-01,LVA,1573,138650
2022-08-01,LVA,2886,141536
2022-09-01,LVA,10381,151917
2022-10-01,LVA,56866,208783
2022-11-01,LVA,40254,249037
2022-12-01,LVA,20167,269204
2023-01-01,LVA,85530,354734
2023-02-01,LVA,258186,612920
2023-03-01,LVA,31157,644077
2019-12-01,LVA,9043,653120
2020-01-01,LVA,138430,791550
2020-02-01,LVA,25889,817439
2020-03-01,LVA,10967,828406
2020-04-01,LVA,5305,833711
2020-05-01,LVA,30618,864329
2020-06-01,LVA,32849,897178
2020-07-01,LVA,27473,924651
2020-08-01,LVA,27448,952099
2020-09-01,LVA,9986,962085
2020-10-01,LVA,10476,972561
2020-11-01,LVA,2721,975282
2020-12-01,LVA,695,975977
2021-01-01,LVA,118,976095
2021-01-01,LBN,187,187
2021-02-01,LBN,485,672
2021-03-01,LBN,230,902
2021-04-01,LBN,540,1442
2021-05-01,LBN,1333,2775
2021-06-01,LBN,5667,8442
2021-07-01,LBN,15227,23669
2021-08-01,LBN,37615,61284
2021-09-01,LBN,42983,104267
2021-10-01,LBN,52303,156570
2021-11-01,LBN,92588,249158
2021-12-01,LBN,87841,336999
2022-01-01,LBN,99576,436575
2022-02-01,LBN,71928,508503
2022-03-01,LBN,26943,535446
2022-04-01,LBN,6929,542375
2022-05-01,LBN,8117,550492
2022-06-01,LBN,31005,581497
2022-07-01,LBN,36165,617662
2022-08-01,LBN,15693,633355
2022-09-01,LBN,18433,651788
2022-10-01,LBN,47676,699464
2022-11-01,LBN,115167,814631
2022-12-01,LBN,197413,1012044
2023-01-01,LBN,75791,1087835
2023-02-01,LBN,7683,1095518
2023-03-01,LBN,293,1095811
2019-12-01,LBN,288,1096099
2020-01-01,LBN,2214,1098313
2020-02-01,LBN,3195,1101508
2020-03-01,LBN,48916,1150424
2020-04-01,LBN,50896,1201320
2020-05-01,LBN,13088,1214408
2020-06-01,LBN,3423,1217831
2020-07-01,LBN,2003,1219834
2020-08-01,LBN,2040,1221874
2020-09-01,LBN,4281,1226155
2020-10-01,LBN,4414,1230569
2020-11-01,LBN,1732,1232301
2020-11-01,LSO,2,2
2020-12-01,LSO,25,27
2021-01-01,LSO,691,718
2021-02-01,LSO,367,1085
2021-03-01,LSO,473,1558
2021-04-01,LSO,382,1940
2021-05-01,LSO,169,2109
2021-06-01,LSO,616,2725
2021-07-01,LSO,4931,7656
2021-08-01,LSO,2835,10491
2021-09-01,LSO,195,10686
2021-10-01,LSO,47,10733
2021-11-01,LSO,98,10831
2021-12-01,LSO,408,11239
2022-01-01,LSO,2364,13603
2022-02-01,LSO,792,14395
2022-03-01,LSO,0,14395
2022-04-01,LSO,7192,21587
2022-05-01,LSO,168,21755
2022-06-01,LSO,6371,28126
2022-07-01,LSO,4050,32176
2022-08-01,LSO,436,32612
2022-09-01,LSO,268,32880
2022-10-01,LSO,135,33015
2022-11-01,LSO,343,33358
2022-12-01,LSO,580,33938
2023-01-01,LSO,102,34040
2023-02-01,LSO,166,34206
2023-03-01,LSO,0,34206
2019-12-01,LSO,0,34206
2020-01-01,LSO,284,34490
2020-02-01,LSO,0,34490
2020-03-01,LSO,0,34490
2020-04-01,LSO,0,34490
2020-05-01,LSO,300,34790
2020-06-01,LSO,0,34790
2020-07-01,LSO,0,34790
2020-07-01,LBR,51,48
2020-08-01,LBR,175,223
2020-09-01,LBR,223,446
2020-10-01,LBR,552,998
2020-11-01,LBR,259,1257
2020-12-01,LBR,54,1311
2021-01-01,LBR,66,1377
2021-02-01,LBR,121,1498
2021-03-01,LBR,178,1676
2021-04-01,LBR,124,1800
2021-05-01,LBR,169,1969
2021-06-01,LBR,61,2030
2021-07-01,LBR,36,2066
2021-08-01,LBR,62,2128
2021-09-01,LBR,356,2484
2021-10-01,LBR,2831,5315
2021-11-01,LBR,189,5504
2021-12-01,LBR,223,5727
2022-01-01,LBR,199,5915
2022-02-01,LBR,15,5818
2022-03-01,LBR,17,5835
2022-04-01,LBR,1016,6851
2022-05-01,LBR,507,7358
2022-06-01,LBR,34,7392
2022-07-01,LBR,10,7402
2022-08-01,LBR,49,7451
2022-09-01,LBR,8,7459
2022-10-01,LBR,45,7504
2022-11-01,LBR,74,7578
2022-12-01,LBR,320,7898
2023-01-01,LBR,87,7985
2023-02-01,LBR,13,7998
2023-03-01,LBR,16,8014
2019-12-01,LBR,0,8014
2020-01-01,LBR,29,8043
2020-02-01,LBR,0,8043
2020-03-01,LBR,22,8065
2020-04-01,LBR,25,8090
2020-04-01,LBY,,
2020-05-01,LBY,51,51
2020-06-01,LBY,17,68
2020-07-01,LBY,416,484
2020-08-01,LBY,1604,2088
2020-09-01,LBY,6980,9068
2020-10-01,LBY,15076,24144
2020-11-01,LBY,26762,50906
2020-12-01,LBY,24030,74936
2021-01-01,LBY,20770,95706
2021-02-01,LBY,14759,110465
2021-03-01,LBY,17571,128036
2021-04-01,LBY,19085,147121
2021-05-01,LBY,25968,173089
2021-06-01,LBY,8923,182012
2021-07-01,LBY,7543,189555
2021-08-01,LBY,37146,226701
2021-09-01,LBY,60193,286894
2021-10-01,LBY,46170,333064
2021-11-01,LBY,18160,351224
2021-12-01,LBY,14606,365830
2022-01-01,LBY,17054,382884
2022-02-01,LBY,16056,398940
2022-03-01,LBY,76664,475604
2022-04-01,LBY,24893,500497
2022-05-01,LBY,1365,501862
2022-06-01,LBY,92,501954
2022-07-01,LBY,156,502110
2022-08-01,LBY,532,502642
2022-09-01,LBY,3717,506359
2022-10-01,LBY,582,506941
2022-11-01,LBY,83,507024
2022-12-01,LBY,46,507070
2023-01-01,LBY,51,507121
2023-02-01,LBY,37,507158
2023-03-01,LBY,0,507158
2019-12-01,LBY,0,507158
2020-01-01,LBY,12,507170
2020-02-01,LBY,4,507174
2020-02-01,LIE,25,25
2020-03-01,LIE,57,82
2020-04-01,LIE,1,83
2020-05-01,LIE,4,83
2020-06-01,LIE,4,87
2020-07-01,LIE,12,99
2020-08-01,LIE,18,117
2020-09-01,LIE,172,289
2020-10-01,LIE,794,1083
2020-11-01,LIE,867,1950
2020-12-01,LIE,528,2478
2021-01-01,LIE,155,2633
2021-02-01,LIE,87,2720
2021-03-01,LIE,216,2936
2021-04-01,LIE,146,3082
2021-05-01,LIE,41,3123
2021-06-01,LIE,48,3171
2021-07-01,LIE,137,3308
2021-08-01,LIE,236,3544
2021-09-01,LIE,66,3610
2021-10-01,LIE,786,4396
2021-11-01,LIE,1456,5852
2021-12-01,LIE,1636,7488
2022-01-01,LIE,3979,11467
2022-02-01,LIE,4182,15649
2022-03-01,LIE,1378,17027
2022-04-01,LIE,349,17376
2022-05-01,LIE,398,17774
2022-06-01,LIE,678,18452
2022-07-01,LIE,595,19047
2022-08-01,LIE,443,19490
2022-09-01,LIE,975,20465
2022-10-01,LIE,394,20859
2022-11-01,LIE,369,21228
2022-12-01,LIE,101,21329
2023-01-01,LIE,58,21387
2023-02-01,LIE,39,21426
2023-02-01,LTU,617,617
2023-03-01,LTU,192,809
2019-12-01,LTU,72,881
2020-01-01,LTU,519,1400
2020-02-01,LTU,250,1650
2020-03-01,LTU,153,1803
2020-04-01,LTU,389,2192
2020-05-01,LTU,1157,3349
2020-06-01,LTU,2962,6311
2020-07-01,LTU,18813,25124
2020-08-01,LTU,70186,95310
2020-09-01,LTU,68679,163989
2020-10-01,LTU,24647,188636
2020-11-01,LTU,16787,205423
2020-12-01,LTU,20875,226298
2021-01-01,LTU,39573,265871
2021-02-01,LTU,12250,278121
2021-03-01,LTU,1457,279578
2021-04-01,LTU,6970,286548
2021-05-01,LTU,22782,309330
2021-06-01,LTU,43758,353088
2021-07-01,LTU,76616,429704
2021-08-01,LTU,65314,495018
2021-09-01,LTU,54267,549285
2021-10-01,LTU,314675,863960
2021-11-01,LTU,171999,1035959
2021-12-01,LTU,94343,1130302
2022-01-01,LTU,22445,1152747
2022-02-01,LTU,4282,1156670
2022-03-01,LTU,8383,1165053
2022-04-01,LTU,26835,1191888
2022-05-01,LTU,34726,1226614
2022-06-01,LTU,30340,1256954
2022-07-01,LTU,14533,1271487
2022-08-01,LTU,9087,1280574
2022-09-01,LTU,10345,1290919
2022-10-01,LTU,9052,1299971
2022-11-01,LTU,6302,1306273
2022-11-01,LUX,1,1
2022-12-01,LUX,1949,1950
2023-01-01,LUX,1874,3824
2023-02-01,LUX,194,4018
2023-03-01,LUX,14,4032
2019-12-01,LUX,7,4039
2020-01-01,LUX,483,4522
2020-02-01,LUX,2333,6855
2020-03-01,LUX,1443,7928
2020-04-01,LUX,1759,8709
2020-05-01,LUX,13097,21806
2020-06-01,LUX,15211,37017
2020-07-01,LUX,9398,46415
2020-08-01,LUX,5097,51512
2020-09-01,LUX,4784,56296
2020-10-01,LUX,5809,62105
2020-11-01,LUX,6048,68153
2020-12-01,LUX,2029,70182
2021-01-01,LUX,1828,72010
2021-02-01,LUX,2252,74262
2021-03-01,LUX,1840,76102
2021-04-01,LUX,2224,78326
2021-05-01,LUX,4516,82842
2021-06-01,LUX,7932,90774
2021-07-01,LUX,12992,103766
2021-08-01,LUX,62192,165958
2021-09-01,LUX,20402,186360
2021-10-01,LUX,37306,223666
2021-11-01,LUX,18020,241686
2021-12-01,LUX,7286,248972
2022-01-01,LUX,21158,270130
2022-02-01,LUX,14801,284931
2022-03-01,LUX,3727,288658
2022-04-01,LUX,3100,291758
2022-05-01,LUX,11267,303025
2022-06-01,LUX,4265,307290
2022-07-01,LUX,6215,313505
2022-08-01,LUX,1377,314882
2022-09-01,LUX,1719,316601
2022-09-01,MAC,0,3514
2022-10-01,MAC,9,10
2022-11-01,MAC,20,30
2022-12-01,MAC,15,45
2023-01-01,MAC,0,45
2023-02-01,MAC,0,45
2023-03-01,MAC,1,46
2019-12-01,MAC,0,46
2020-01-01,MAC,0,46
2020-02-01,MAC,0,46
2020-03-01,MAC,0,46
2020-04-01,MAC,0,46
2020-05-01,MAC,0,46
2020-06-01,MAC,0,46
2020-07-01,MAC,1,47
2020-08-01,MAC,1,48
2020-09-01,MAC,0,48
2020-10-01,MAC,1,49
2020-11-01,MAC,2,51
2020-12-01,MAC,3,54
2021-01-01,MAC,9,63
2021-02-01,MAC,0,63
2021-03-01,MAC,8,71
2021-04-01,MAC,6,77
2021-05-01,MAC,0,77
2021-06-01,MAC,1,78
2021-07-01,MAC,1,79
2021-08-01,MAC,3,82
2021-09-01,MAC,0,82
2021-10-01,MAC,0,82
2021-11-01,MAC,1,83
2021-12-01,MAC,122,205
2022-01-01,MAC,586,791
2022-02-01,MAC,2,793
2022-03-01,MAC,0,793
2022-04-01,MAC,0,793
2022-05-01,MAC,13,806
2022-06-01,MAC,1338,2144
2022-07-01,MAC,1609,3547
2022-08-01,MAC,26,3514
2022-09-01,MDG,106,106
2022-10-01,MDG,223,322
2022-11-01,MDG,968,1290
2022-12-01,MDG,3790,5080
2023-01-01,MDG,8806,13886
2023-02-01,MDG,1883,15769
2023-03-01,MDG,156,15925
2019-12-01,MDG,95,16020
2020-01-01,MDG,790,16810
2020-02-01,MDG,413,17223
2020-03-01,MDG,364,17587
2020-04-01,MDG,414,18001
2020-05-01,MDG,1597,19598
2020-06-01,MDG,2677,22275
2020-07-01,MDG,9342,31617
2020-08-01,MDG,9163,40780
2020-09-01,MDG,1307,42087
2020-10-01,MDG,433,42520
2020-11-01,MDG,322,42842
2020-12-01,MDG,56,42898
2021-01-01,MDG,724,43622
2021-02-01,MDG,50,43672
2021-03-01,MDG,3623,47295
2021-04-01,MDG,7843,55138
2021-05-01,MDG,8295,63433
2021-06-01,MDG,495,63928
2021-07-01,MDG,161,64089
2021-08-01,MDG,187,64276
2021-09-01,MDG,409,64685
2021-10-01,MDG,1604,66289
2021-11-01,MDG,310,66599
2021-12-01,MDG,53,66652
2022-01-01,MDG,35,66687
2022-02-01,MDG,172,66859
2022-03-01,MDG,762,67621
2022-04-01,MDG,139,67760
2022-05-01,MDG,89,67849
2022-06-01,MDG,16,67865
2022-06-01,MWI,12,12
2022-07-01,MWI,53,65
2022-08-01,MWI,464,529
2022-09-01,MWI,1732,2261
2022-10-01,MWI,2765,5026
2022-11-01,MWI,652,5678
2022-12-01,MWI,143,5821
2023-01-01,MWI,143,5964
2023-02-01,MWI,99,6063
2023-03-01,MWI,17,6080
2019-12-01,MWI,58,6138
2020-01-01,MWI,3853,9991
2020-02-01,MWI,18279,28270
2020-03-01,MWI,4775,33045
2020-04-01,MWI,857,33902
2020-05-01,MWI,349,34251
2020-06-01,MWI,451,34702
2020-07-01,MWI,6796,41498
2020-08-01,MWI,17550,59048
2020-09-01,MWI,2202,61250
2020-10-01,MWI,452,61702
2020-11-01,MWI,156,61858
2020-12-01,MWI,1550,63408
2021-01-01,MWI,19995,83403
2021-02-01,MWI,1731,85134
2021-03-01,MWI,405,85539
2021-04-01,MWI,178,85717
2021-05-01,MWI,192,85909
2021-06-01,MWI,253,86162
2021-07-01,MWI,661,86823
2021-08-01,MWI,940,87763
2021-09-01,MWI,183,87946
2021-10-01,MWI,119,88065
2021-11-01,MWI,60,88099
2021-12-01,MWI,147,88220
2022-01-01,MWI,226,88446
2022-02-01,MWI,194,88640
2022-03-01,MWI,62,88702
2022-03-01,MYS,10,10
2022-04-01,MYS,26,36
2022-05-01,MYS,3927,3963
2022-06-01,MYS,2420,6383
2022-07-01,MYS,1953,8336
2022-08-01,MYS,338,8674
2022-09-01,MYS,328,9002
2022-10-01,MYS,557,9559
2022-11-01,MYS,3945,13504
2022-12-01,MYS,20889,34393
2023-01-01,MYS,40913,75306
2023-02-01,MYS,47539,122845
2023-03-01,MYS,8263,131108
2019-12-01,MYS,4884,135992
2020-01-01,MYS,106460,242452
2020-02-01,MYS,71008,313460
2020-03-01,MYS,47396,360856
2020-04-01,MYS,79821,440677
2020-05-01,MYS,216831,657508
2020-06-01,MYS,178788,836296
2020-07-01,MYS,426244,1262540
2020-08-01,MYS,717158,1979698
2020-09-01,MYS,359896,2339594
2020-10-01,MYS,166715,2506309
2020-11-01,MYS,185330,2691639
2020-12-01,MYS,94580,2786219
2021-01-01,MYS,254016,3040235
2021-02-01,MYS,783336,3823571
2021-03-01,MYS,502247,4325818
2021-04-01,MYS,133071,4458889
2021-05-01,MYS,67409,4526298
2021-06-01,MYS,69676,4595974
2021-07-01,MYS,112578,4708552
2021-08-01,MYS,96555,4805107
2021-09-01,MYS,49977,4854976
2021-10-01,MYS,93841,4948817
2021-11-01,MYS,61817,5010634
2021-12-01,MYS,19679,5030313
2022-01-01,MYS,9173,5039486
2022-02-01,MYS,4140,5043626
2022-02-01,MDV,13,13
2022-03-01,MDV,7,20
2022-04-01,MDV,815,835
2022-05-01,MDV,1200,2035
2022-06-01,MDV,696,2731
2022-07-01,MDV,3054,5785
2022-08-01,MDV,3388,9173
2022-09-01,MDV,1721,10894
2022-10-01,MDV,1310,12204
2022-11-01,MDV,1164,13368
2022-12-01,MDV,741,14109
2023-01-01,MDV,3719,17828
2023-02-01,MDV,3744,21572
2023-03-01,MDV,389,21961
2019-12-01,MDV,331,22292
2020-01-01,MDV,3729,26021
2020-02-01,MDV,16754,42775
2020-03-01,MDV,28723,71498
2020-04-01,MDV,4238,75736
2020-05-01,MDV,4018,79754
2020-06-01,MDV,3578,83332
2020-07-01,MDV,2645,85977
2020-08-01,MDV,4487,90464
2020-09-01,MDV,3269,93733
2020-10-01,MDV,7685,101418
2020-11-01,MDV,62163,163581
2020-12-01,MDV,11077,174658
2021-01-01,MDV,4225,178883
2021-02-01,MDV,677,179560
2021-03-01,MDV,419,179979
2021-04-01,MDV,3512,183491
2021-05-01,MDV,1198,184689
2021-06-01,MDV,277,184966
2021-07-01,MDV,159,185125
2021-08-01,MDV,424,185549
2021-09-01,MDV,102,185651
2021-10-01,MDV,57,185708
2021-11-01,MDV,15,185723
2021-12-01,MDV,9,185732
2021-12-01,MLI,47,47
2022-01-01,MLI,665,712
2022-02-01,MLI,835,1547
2022-03-01,MLI,784,2331
2022-04-01,MLI,212,2543
2022-05-01,MLI,327,2870
2022-06-01,MLI,319,3189
2022-07-01,MLI,523,3712
2022-08-01,MLI,1578,5290
2022-09-01,MLI,1970,7260
2022-10-01,MLI,921,8181
2022-11-01,MLI,432,8613
2022-12-01,MLI,2007,10620
2023-01-01,MLI,3495,14115
2023-02-01,MLI,187,14302
2023-03-01,MLI,27,14329
2019-12-01,MLI,20,14349
2020-01-01,MLI,112,14461
2020-02-01,MLI,176,14637
2020-03-01,MLI,344,14981
2020-04-01,MLI,469,15450
2020-05-01,MLI,1193,16643
2020-06-01,MLI,1861,18504
2020-07-01,MLI,5476,23980
2020-08-01,MLI,6279,30259
2020-09-01,MLI,155,30414
2020-10-01,MLI,132,30546
2020-11-01,MLI,457,31003
2020-12-01,MLI,119,31122
2021-01-01,MLI,76,31198
2021-02-01,MLI,46,31244
2021-03-01,MLI,961,32205
2021-04-01,MLI,492,32697
2021-05-01,MLI,48,32745
2021-06-01,MLI,18,32763
2021-07-01,MLI,8,32771
2021-08-01,MLI,55,32826
2021-09-01,MLI,225,33051
2021-09-01,MLT,6,6
2021-10-01,MLT,393,399
2021-11-01,MLT,109,508
2021-12-01,MLT,127,635
2022-01-01,MLT,39,674
2022-02-01,MLT,516,1190
2022-03-01,MLT,1014,2162
2022-04-01,MLT,1280,3442
2022-05-01,MLT,4095,7537
2022-06-01,MLT,3241,10778
2022-07-01,MLT,4180,14958
2022-08-01,MLT,4224,19182
2022-09-01,MLT,6175,25357
2022-10-01,MLT,4421,29778
2022-11-01,MLT,691,30469
2022-12-01,MLT,104,30573
2023-01-01,MLT,1039,31612
2023-02-01,MLT,3428,35040
2023-03-01,MLT,246,35286
2019-12-01,MLT,94,35380
2020-01-01,MLT,1413,36793
2020-02-01,MLT,565,37358
2020-03-01,MLT,897,38255
2020-04-01,MLT,2369,40624
2020-05-01,MLT,23374,63998
2020-06-01,MLT,6091,70089
2020-07-01,MLT,2912,73001
2020-08-01,MLT,16027,89028
2020-09-01,MLT,4544,93572
2020-10-01,MLT,2718,96290
2020-11-01,MLT,14859,111149
2020-12-01,MLT,2409,113558
2021-01-01,MLT,867,114425
2021-02-01,MLT,611,115036
2021-03-01,MLT,572,115608
2021-04-01,MLT,373,115981
2021-05-01,MLT,857,116838
2021-06-01,MLT,328,117166
2021-07-01,MLT,311,117477
2021-07-01,MHL,,
2021-08-01,MHL,,
2021-09-01,MHL,,
2021-10-01,MHL,,
2021-11-01,MHL,,
2021-12-01,MHL,,
2022-01-01,MHL,5,4
2022-02-01,MHL,0,4
2022-03-01,MHL,0,4
2022-04-01,MHL,0,4
2022-05-01,MHL,0,4
2022-06-01,MHL,0,4
2022-07-01,MHL,0,4
2022-08-01,MHL,0,4
2022-09-01,MHL,0,4
2022-10-01,MHL,0,4
2022-11-01,MHL,0,4
2022-12-01,MHL,0,4
2023-01-01,MHL,0,4
2023-02-01,MHL,0,4
2023-03-01,MHL,0,4
2019-12-01,MHL,0,4
2020-01-01,MHL,3,7
2020-02-01,MHL,0,7
2020-03-01,MHL,0,7
2020-04-01,MHL,8,15
2020-05-01,MHL,2,17
2020-06-01,MHL,1,18
2020-07-01,MHL,40,58
2020-08-01,MHL,13874,13932
2020-09-01,MHL,1292,15224
2020-10-01,MHL,165,15389
2020-11-01,MHL,112,15501
2020-12-01,MHL,46,15547
2021-01-01,MHL,7,15554
2021-02-01,MHL,44,15598
2021-03-01,MHL,20,15618
2021-03-01,MRT,6,6
2021-04-01,MRT,1,7
2021-05-01,MRT,661,668
2021-06-01,MRT,3695,4363
2021-07-01,MRT,1886,6249
2021-08-01,MRT,826,7075
2021-09-01,MRT,413,7488
2021-10-01,MRT,236,7724
2021-11-01,MRT,986,8710
2021-12-01,MRT,5279,13989
2022-01-01,MRT,2700,16689
2022-02-01,MRT,546,17235
2022-03-01,MRT,589,17824
2022-04-01,MRT,490,18314
2022-05-01,MRT,1284,19598
2022-06-01,MRT,1149,20747
2022-07-01,MRT,5808,26555
2022-08-01,MRT,7025,33580
2022-09-01,MRT,2362,35942
2022-10-01,MRT,1493,37435
2022-11-01,MRT,1831,39266
2022-12-01,MRT,1471,40737
2023-01-01,MRT,17561,58298
2023-02-01,MRT,340,58638
2023-03-01,MRT,7,58645
2019-12-01,MRT,4,58649
2020-01-01,MRT,21,58670
2020-02-01,MRT,49,58710
2020-03-01,MRT,511,59199
2020-04-01,MRT,1053,60252
2020-05-01,MRT,2405,62657
2020-06-01,MRT,114,62771
2020-07-01,MRT,55,62826
2020-08-01,MRT,573,63399
2020-09-01,MRT,22,63421
2020-10-01,MRT,4,63425
2020-11-01,MRT,240,63665
2020-12-01,MRT,3,63668
2020-12-01,MUS,3,3
2021-01-01,MUS,325,328
2021-02-01,MUS,4,332
2021-03-01,MUS,5,337
2021-04-01,MUS,6,343
2021-05-01,MUS,3,346
2021-06-01,MUS,19,365
2021-07-01,MUS,42,407
2021-08-01,MUS,84,491
2021-09-01,MUS,33,524
2021-10-01,MUS,32,556
2021-11-01,MUS,47,603
2021-12-01,MUS,181,784
2022-01-01,MUS,419,1203
2022-02-01,MUS,119,1322
2022-03-01,MUS,407,1729
2022-04-01,MUS,595,2324
2022-05-01,MUS,4136,6460
2022-06-01,MUS,7322,13782
2022-07-01,MUS,3023,16805
2022-08-01,MUS,29773,46578
2022-09-01,MUS,19173,65737
2022-10-01,MUS,4353,69962
2022-11-01,MUS,68411,138373
2022-12-01,MUS,42989,181362
2023-01-01,MUS,38982,220344
2023-02-01,MUS,3449,223793
2023-03-01,MUS,929,224722
2019-12-01,MUS,0,224722
2020-01-01,MUS,2720,227442
2020-02-01,MUS,9209,236651
2020-03-01,MUS,17749,254400
2020-04-01,MUS,6547,260947
2020-05-01,MUS,3518,264465
2020-06-01,MUS,7402,271867
2020-07-01,MUS,18113,289980
2020-08-01,MUS,4109,294089
2020-09-01,MUS,1351,295440
2020-10-01,MUS,0,295440
2020-10-01,MEX,26977,7470128
2020-11-01,MEX,,
2020-12-01,MEX,251,251
2021-01-01,MEX,13591,13842
2021-02-01,MEX,52014,65856
2021-03-01,MEX,109346,175202
2021-04-01,MEX,163711,338913
2021-05-01,MEX,217303,556216
2021-06-01,MEX,137905,694121
2021-07-01,MEX,152987,847108
2021-08-01,MEX,185580,1032688
2021-09-01,MEX,280987,1313675
2021-10-01,MEX,438672,1752347
2021-11-01,MEX,285929,2038276
2021-12-01,MEX,155363,2193639
2022-01-01,MEX,133099,2326738
2022-02-01,MEX,68592,2395330
2022-03-01,MEX,76411,2471741
2022-04-01,MEX,182958,2654699
2022-05-01,MEX,562716,3217415
2022-06-01,MEX,335568,3552983
2022-07-01,MEX,228678,3781661
2022-08-01,MEX,77170,3858831
2022-09-01,MEX,71184,3930015
2022-10-01,MEX,665574,4595589
2022-11-01,MEX,812122,5407711
2022-12-01,MEX,222103,5629814
2023-01-01,MEX,103614,5733428
2023-02-01,MEX,19413,5752441
2023-03-01,MEX,7332,5759773
2019-12-01,MEX,0,5759773
2020-01-01,MEX,147180,5906953
2020-02-01,MEX,649726,6556679
2020-03-01,MEX,444911,7001590
2020-04-01,MEX,74556,7076005
2020-05-01,MEX,32681,7108686
2020-06-01,MEX,17097,7125443
2020-07-01,MEX,71309,7196485
2020-08-01,MEX,157145,7353630
2020-09-01,MEX,89521,7443151
2020-10-01,FSM,1,1
2020-11-01,FSM,0,1
2020-12-01,FSM,0,1
2021-01-01,FSM,0,1
2021-02-01,FSM,0,1
2021-03-01,FSM,0,1
2021-04-01,FSM,0,1
2021-05-01,FSM,0,1
2021-06-01,FSM,0,1
2021-07-01,FSM,0,1
2021-08-01,FSM,0,1
2021-09-01,FSM,0,1
2021-10-01,FSM,0,1
2021-11-01,FSM,0,1
2021-12-01,FSM,0,1
2022-01-01,FSM,6,7
2022-02-01,FSM,28,35
2022-03-01,FSM,3,38
2022-04-01,FSM,6812,6850
2022-05-01,FSM,3051,9376
2022-06-01,FSM,11457,20833
2022-07-01,FSM,1370,22203
2022-08-01,FSM,0,22203
2022-09-01,FSM,44,22247
2022-10-01,FSM,1424,23671
2022-11-01,FSM,277,23948
2022-11-01,MDA,23,23
2022-12-01,MDA,1689,1712
2023-01-01,MDA,4426,6138
2023-02-01,MDA,5741,11879
2023-03-01,MDA,1227,13106
2019-12-01,MDA,847,13953
2020-01-01,MDA,6841,20794
2020-02-01,MDA,9111,29905
2020-03-01,MDA,16431,46336
2020-04-01,MDA,20316,66652
2020-05-01,MDA,30037,96689
2020-06-01,MDA,37889,134578
2020-07-01,MDA,18062,152640
2020-08-01,MDA,23605,176245
2020-09-01,MDA,37958,214203
2020-10-01,MDA,31291,245494
2020-11-01,MDA,9107,254601
2020-12-01,MDA,1502,256103
2021-01-01,MDA,2478,258581
2021-02-01,MDA,5702,264283
2021-03-01,MDA,16933,281216
2021-04-01,MDA,34198,315414
2021-05-01,MDA,42417,357831
2021-06-01,MDA,14323,372154
2021-07-01,MDA,15766,387920
2021-08-01,MDA,106299,494219
2021-09-01,MDA,15987,510206
2021-10-01,MDA,6780,516986
2021-11-01,MDA,1506,518492
2021-12-01,MDA,960,519452
2022-01-01,MDA,6942,526394
2022-02-01,MDA,34802,561196
2022-03-01,MDA,21987,583183
2022-04-01,MDA,8729,591912
2022-05-01,MDA,2529,594441
2022-06-01,MDA,1304,595745
2022-07-01,MDA,1853,597598
2022-08-01,MDA,3318,600916
2022-09-01,MDA,6534,607450
2022-09-01,MCO,2,2
2022-10-01,MCO,92,94
2022-11-01,MCO,2,96
2022-12-01,MCO,3,99
2023-01-01,MCO,10,109
2023-02-01,MCO,37,146
2023-03-01,MCO,2,148
2019-12-01,MCO,0,148
2020-01-01,MCO,45,181
2020-02-01,MCO,67,248
2020-03-01,MCO,317,565
2020-04-01,MCO,120,685
2020-05-01,MCO,577,1262
2020-06-01,MCO,554,1816
2020-07-01,MCO,325,2141
2020-08-01,MCO,281,2422
2020-09-01,MCO,75,2497
2020-10-01,MCO,42,2539
2020-11-01,MCO,189,2728
2020-12-01,MCO,371,3099
2021-01-01,MCO,200,3299
2021-02-01,MCO,83,3382
2021-03-01,MCO,134,3516
2021-04-01,MCO,598,4114
2021-05-01,MCO,2927,7041
