date,iso_code,monthly_new_cases,monthly_total_cases
2022-04-01,GAB,314,335
2022-05-01,GAB,2766,3101
2022-06-01,GAB,2519,5620
2022-07-01,GAB,2303,7923
2022-08-01,GAB,678,8601
2022-09-01,GAB,196,8797
2022-10-01,GAB,225,9022
2022-11-01,GAB,232,9254
2022-12-01,GAB,317,9571
2023-01-01,GAB,1886,11457
2023-02-01,GAB,4168,15625
2023-03-01,GAB,390,16015
2019-12-01,GAB,298,16313
2020-01-01,GAB,3952,20265
2020-02-01,GAB,2936,23201
2020-03-01,GAB,1495,24696
2020-04-01,GAB,437,25133
2020-05-01,GAB,396,25529
2020-06-01,GAB,850,26379
2020-07-01,GAB,5205,31584
2020-08-01,GAB,5003,36587
2020-09-01,GAB,964,37551
2020-10-01,GAB,5089,42640
2020-11-01,GAB,4759,47399
2020-12-01,GAB,165,47564
2021-01-01,GAB,27,47591
2021-02-01,GAB,17,47608
2021-03-01,GAB,103,47711
2021-04-01,GAB,228,47939
2021-05-01,GAB,653,48592
2021-06-01,GAB,63,48655
2021-07-01,GAB,58,48713
2021-08-01,GAB,232,48945
2021-09-01,GAB,28,48973
2021-10-01,GAB,7,48980
2021-11-01,GAB,1,48981
2021-12-01,GAB,0,48981
2021-12-01,GMB,1,1
2022-01-01,GMB,9,10
2022-02-01,GMB,15,25
2022-03-01,GMB,12,37
2022-04-01,GMB,56,93
2022-05-01,GMB,2344,2437
2022-06-01,GMB,1167,3504
2022-07-01,GMB,155,3659
2022-08-01,GMB,67,3726
2022-09-01,GMB,60,3786
2022-10-01,GMB,172,3958
2022-11-01,GMB,596,4554
2022-12-01,GMB,599,5153
2023-01-01,GMB,704,5857
2023-02-01,GMB,111,5968
2023-03-01,GMB,10,5978
2019-12-01,GMB,12,5990
2020-01-01,GMB,64,6054
2020-02-01,GMB,1107,7161
2020-03-01,GMB,2372,9533
2020-04-01,GMB,368,9901
2020-05-01,GMB,62,9963
2020-06-01,GMB,26,9989
2020-07-01,GMB,98,10087
2020-08-01,GMB,1485,11572
2020-09-01,GMB,352,11924
2020-10-01,GMB,54,11978
2020-11-01,GMB,17,11995
2020-12-01,GMB,7,12002
2021-01-01,GMB,0,12002
2021-02-01,GMB,76,12078
2021-03-01,GMB,233,12311
2021-04-01,GMB,197,12508
2021-05-01,GMB,0,12508
2021-06-01,GMB,78,12586
2021-07-01,GMB,0,12586
2021-08-01,GMB,0,12586
2021-09-01,GMB,0,12586
2021-10-01,GMB,0,12586
2021-10-01,GEO,54,54
2021-11-01,GEO,340,394
2021-12-01,GEO,301,695
2022-01-01,GEO,211,906
2022-02-01,GEO,122,1028
2022-03-01,GEO,308,1336
2022-04-01,GEO,891,2227
2022-05-01,GEO,15250,17477
2022-06-01,GEO,62201,79678
2022-07-01,GEO,128960,208638
2022-08-01,GEO,39167,247805
2022-09-01,GEO,17752,265557
2022-10-01,GEO,11923,277480
2022-11-01,GEO,17878,295358
2022-12-01,GEO,35017,330375
2023-01-01,GEO,28506,358881
2023-02-01,GEO,28600,387481
2023-03-01,GEO,5879,393360
2019-12-01,GEO,4721,398081
2020-01-01,GEO,107959,506040
2020-02-01,GEO,85726,591766
2020-03-01,GEO,92571,684337
2020-04-01,GEO,120234,804571
2020-05-01,GEO,116046,920617
2020-06-01,GEO,110093,1030710
2020-07-01,GEO,495495,1526205
2020-08-01,GEO,119096,1645301
2020-09-01,GEO,8775,1654076
2020-10-01,GEO,2492,1656568
2020-11-01,GEO,2803,1659371
2020-12-01,GEO,15894,1675265
2021-01-01,GEO,60417,1735682
2021-02-01,GEO,45009,1780691
2021-03-01,GEO,0,1780691
2021-04-01,GEO,4447,1785138
2021-05-01,GEO,23682,1808820
2021-06-01,GEO,2195,1811015
2021-07-01,GEO,11030,1822045
2021-08-01,GEO,3553,1825598
2021-08-01,DEU,16,16
2021-09-01,DEU,3779,3795
2021-10-01,DEU,133644,137439
2021-11-01,DEU,36333,173772
2021-12-01,DEU,12250,186022
2022-01-01,DEU,15350,201372
2022-02-01,DEU,21456,222828
2022-03-01,DEU,35652,258480
2022-04-01,DEU,60901,319381
2022-05-01,DEU,454175,773556
2022-06-01,DEU,526960,1300516
2022-07-01,DEU,719120,2019636
2022-08-01,DEU,308811,2328447
2022-09-01,DEU,230008,2558455
2022-10-01,DEU,564622,3123077
2022-11-01,DEU,461857,3584934
2022-12-01,DEU,128546,3713480
2023-01-01,DEU,28301,3741781
2023-02-01,DEU,68860,3810641
2023-03-01,DEU,33134,3843775
2019-12-01,DEU,9280,3853055
2020-01-01,DEU,272823,4125878
2020-02-01,DEU,228280,4354158
2020-03-01,DEU,894133,5248291
2020-04-01,DEU,1473084,6721375
2020-05-01,DEU,1739171,8460546
2020-06-01,DEU,4795443,13255989
2020-07-01,DEU,5031997,18287986
2020-08-01,DEU,5718268,24006254
2020-09-01,DEU,1991831,25998085
2020-10-01,DEU,1126604,27124689
2020-11-01,DEU,3114433,30239122
2020-12-01,DEU,1532762,31771884
2021-01-01,DEU,1133202,32905086
2021-02-01,DEU,2192976,35098062
2021-03-01,DEU,1082015,36180077
2021-04-01,DEU,766497,36946574
2021-05-01,DEU,721810,37668384
2021-06-01,DEU,333730,38002114
2021-07-01,DEU,208736,38210850
2021-07-01,GHA,137,137
2021-08-01,GHA,1937,2074
2021-09-01,GHA,5542,7616
2021-10-01,GHA,11772,19388
2021-11-01,GHA,16113,35501
2021-12-01,GHA,8448,43949
2022-01-01,GHA,2745,46694
2022-02-01,GHA,1361,48055
2022-03-01,GHA,3170,51225
2022-04-01,GHA,2818,54043
2022-05-01,GHA,9840,63883
2022-06-01,GHA,18703,82586
2022-07-01,GHA,8088,90674
2022-08-01,GHA,1888,92562
2022-09-01,GHA,1213,93775
2022-10-01,GHA,2139,95914
2022-11-01,GHA,7105,103019
2022-12-01,GHA,14021,117040
2023-01-01,GHA,10442,127482
2023-02-01,GHA,2595,130077
2023-03-01,GHA,210,130287
2019-12-01,GHA,104,130391
2020-01-01,GHA,529,130920
2020-02-01,GHA,12066,142986
2020-03-01,GHA,14234,157220
2020-04-01,GHA,2808,160028
2020-05-01,GHA,1020,161048
2020-06-01,GHA,174,161222
2020-07-01,GHA,259,161481
2020-08-01,GHA,5335,166816
2020-09-01,GHA,1490,168306
2020-10-01,GHA,274,168580
2020-11-01,GHA,1105,169685
2020-12-01,GHA,1209,170894
2021-01-01,GHA,129,171023
2021-02-01,GHA,42,171065
2021-03-01,GHA,47,171112
2021-04-01,GHA,60,171172
2021-05-01,GHA,0,171172
2021-05-01,GIB,109,109
2021-06-01,GIB,35,144
2021-07-01,GIB,27,170
2021-08-01,GIB,9,179
2021-09-01,GIB,9,188
2021-10-01,GIB,127,315
2021-11-01,GIB,117,432
2021-12-01,GIB,275,707
2022-01-01,GIB,348,1055
2022-02-01,GIB,1458,2513
2022-03-01,GIB,1615,4128
2022-04-01,GIB,111,4239
2022-05-01,GIB,36,4275
2022-06-01,GIB,16,4291
2022-07-01,GIB,18,4300
2022-08-01,GIB,72,4372
2022-09-01,GIB,628,5000
2022-10-01,GIB,392,5392
2022-11-01,GIB,187,5579
2022-12-01,GIB,418,5997
2023-01-01,GIB,1379,7376
2023-02-01,GIB,1551,8927
2023-03-01,GIB,532,9459
2019-12-01,GIB,259,9718
2020-01-01,GIB,3859,13577
2020-02-01,GIB,2045,15622
2020-03-01,GIB,1627,17236
2020-04-01,GIB,760,17996
2020-05-01,GIB,810,18806
2020-06-01,GIB,990,19796
2020-07-01,GIB,203,19999
2020-08-01,GIB,70,20069
2020-09-01,GIB,26,20095
2020-10-01,GIB,26,20121
2020-11-01,GIB,86,20207
2020-12-01,GIB,135,20342
2021-01-01,GIB,57,20399
2021-02-01,GIB,34,20433
2021-02-01,GRC,7,7
2021-03-01,GRC,1149,1156
2021-04-01,GRC,1410,2566
2021-05-01,GRC,371,2937
2021-06-01,GRC,472,3409
2021-07-01,GRC,870,4279
2021-08-01,GRC,6245,10524
2021-09-01,GRC,7599,18123
2021-10-01,GRC,26123,44246
2021-11-01,GRC,63224,107470
2021-12-01,GRC,29506,136976
2022-01-01,GRC,21740,158716
2022-02-01,GRC,35866,194582
2022-03-01,GRC,65495,260077
2022-04-01,GRC,77646,337723
2022-05-01,GRC,66440,404163
2022-06-01,GRC,17666,421829
2022-07-01,GRC,79201,501030
2022-08-01,GRC,86934,587964
2022-09-01,GRC,63414,651378
2022-10-01,GRC,103073,754451
2022-11-01,GRC,184452,938903
2022-12-01,GRC,166982,1105885
2023-01-01,GRC,859834,1965719
2023-02-01,GRC,473153,2438872
2023-03-01,GRC,47390,2486262
2019-12-01,GRC,22210,2508472
2020-01-01,GRC,569239,3077711
2020-02-01,GRC,250912,3328623
2020-03-01,GRC,142017,3470640
2020-04-01,GRC,249199,3719839
2020-05-01,GRC,754777,4474616
2020-06-01,GRC,288211,4762827
2020-07-01,GRC,157365,4920192
2020-08-01,GRC,268698,5188890
2020-09-01,GRC,215800,5404690
2020-10-01,GRC,143797,5548487
2020-11-01,GRC,0,5548487
2020-12-01,GRC,0,5548487
2020-12-01,GRL,1,1
2021-01-01,GRL,10,11
2021-02-01,GRL,0,11
2021-03-01,GRL,2,13
2021-04-01,GRL,0,13
2021-05-01,GRL,1,14
2021-06-01,GRL,0,14
2021-07-01,GRL,2,16
2021-08-01,GRL,2,18
2021-09-01,GRL,1,19
2021-10-01,GRL,12,30
2021-11-01,GRL,0,30
2021-12-01,GRL,1,31
2022-01-01,GRL,0,31
2022-02-01,GRL,0,31
2022-03-01,GRL,13,44
2022-04-01,GRL,11,55
2022-05-01,GRL,194,249
2022-06-01,GRL,146,395
2022-07-01,GRL,259,654
2022-08-01,GRL,385,1039
2022-09-01,GRL,837,1876
2022-10-01,GRL,6149,8025
2022-11-01,GRL,3403,11428
2022-12-01,GRL,451,11879
2023-01-01,GRL,92,11971
2023-02-01,GRL,0,11971
2023-03-01,GRL,0,11971
2019-12-01,GRL,0,11971
2020-01-01,GRL,0,11971
2020-02-01,GRL,0,11971
2020-03-01,GRL,0,11971
2020-04-01,GRL,0,11971
2020-05-01,GRL,0,11971
2020-06-01,GRL,0,11971
2020-07-01,GRL,0,11971
2020-08-01,GRL,0,11971
2020-09-01,GRL,0,11971
2020-10-01,GRL,0,11971
2020-10-01,GRD,12,12
2020-11-01,GRD,9,21
2020-12-01,GRD,2,23
2021-01-01,GRD,0,23
2021-02-01,GRD,1,24
2021-03-01,GRD,0,24
2021-04-01,GRD,0,24
2021-05-01,GRD,6,30
2021-06-01,GRD,11,41
2021-07-01,GRD,86,127
2021-08-01,GRD,21,148
2021-09-01,GRD,0,148
2021-10-01,GRD,7,155
2021-11-01,GRD,5,160
2021-12-01,GRD,1,161
2022-01-01,GRD,0,161
2022-02-01,GRD,3,164
2022-03-01,GRD,934,1098
2022-04-01,GRD,4196,5294
2022-05-01,GRD,567,5861
2022-06-01,GRD,46,5907
2022-07-01,GRD,1762,7669
2022-08-01,GRD,5165,12834
2022-09-01,GRD,873,13696
2022-10-01,GRD,334,14024
2022-11-01,GRD,1459,15483
2022-12-01,GRD,2383,17866
2023-01-01,GRD,665,18531
2023-02-01,GRD,291,18822
2023-03-01,GRD,23,18845
2019-12-01,GRD,24,18869
2020-01-01,GRD,534,19403
2020-02-01,GRD,133,19536
2020-03-01,GRD,77,19613
2020-04-01,GRD,23,19636
2020-05-01,GRD,44,19680
2020-06-01,GRD,0,19680
2020-07-01,GRD,0,19680
2020-07-01,GUM,,
2020-08-01,GUM,,
2020-09-01,GUM,,
2020-10-01,GUM,,
2020-11-01,GUM,,
2020-12-01,GUM,,
2021-01-01,GUM,,
2021-02-01,GUM,,
2021-03-01,GUM,,
2021-04-01,GUM,,
2021-05-01,GUM,,
2021-06-01,GUM,,
2021-07-01,GUM,,
2021-08-01,GUM,,
2021-09-01,GUM,,
2021-10-01,GUM,,
2021-11-01,GUM,,
2021-12-01,GUM,,
2022-01-01,GUM,,
2022-02-01,GUM,,
2022-03-01,GUM,,
2022-04-01,GUM,,
2022-05-01,GUM,,
2022-06-01,GUM,,
2022-07-01,GUM,,
2022-08-01,GUM,,
2022-09-01,GUM,,
2022-10-01,GUM,,
2022-10-01,GTM,,
2022-11-01,GTM,6,6
2022-12-01,GTM,174,180
2023-01-01,GTM,2085,2265
2023-02-01,GTM,8986,11251
2023-03-01,GTM,2518,13769
2019-12-01,GTM,1050,14819
2020-01-01,GTM,26316,41135
2020-02-01,GTM,23746,64881
2020-03-01,GTM,22561,87442
2020-04-01,GTM,14973,102415
2020-05-01,GTM,17574,119989
2020-06-01,GTM,14267,134256
2020-07-01,GTM,17068,151324
2020-08-01,GTM,21440,172764
2020-09-01,GTM,17444,190208
2020-10-01,GTM,26121,216329
2020-11-01,GTM,33967,250296
2020-12-01,GTM,34445,284741
2021-01-01,GTM,74057,358798
2021-02-01,GTM,91352,450150
2021-03-01,GTM,87837,537987
2021-04-01,GTM,53473,591460
2021-05-01,GTM,24265,615725
2021-06-01,GTM,8819,624544
2021-07-01,GTM,35111,659655
2021-08-01,GTM,106820,766475
2021-09-01,GTM,54002,820477
2021-10-01,GTM,23582,844059
2021-11-01,GTM,13956,858015
2021-12-01,GTM,28732,886747
2022-01-01,GTM,141058,1027805
2022-02-01,GTM,62701,1090506
2022-03-01,GTM,26858,1117364
2022-04-01,GTM,17583,1134947
2022-05-01,GTM,15453,1150400
2022-06-01,GTM,40210,1190610
2022-07-01,GTM,34367,1224977
2022-08-01,GTM,9866,1234843
2022-09-01,GTM,2707,1237550
2022-09-01,GGY,,
2022-10-01,GGY,,
2022-11-01,GGY,,
2022-12-01,GGY,,
2023-01-01,GGY,,
2023-02-01,GGY,,
2023-03-01,GGY,,
2019-12-01,GGY,,
2020-01-01,GGY,,
2020-02-01,GGY,,
2020-03-01,GGY,,
2020-04-01,GGY,,
2020-05-01,GGY,,
2020-06-01,GGY,,
2020-07-01,GGY,,
2020-08-01,GGY,,
2020-09-01,GGY,,
2020-10-01,GGY,,
2020-11-01,GGY,,
2020-12-01,GGY,,
2021-01-01,GGY,,
2021-02-01,GGY,,
2021-03-01,GGY,,
2021-04-01,GGY,,
2021-05-01,GGY,,
2021-06-01,GIN,194,194
2021-07-01,GIN,1733,1927
2021-08-01,GIN,2445,4372
2021-09-01,GIN,1509,5881
2021-10-01,GIN,2317,8198
2021-11-01,GIN,1748,9946
2021-12-01,GIN,955,10901
2022-01-01,GIN,1636,12537
2022-02-01,GIN,831,13368
2022-03-01,GIN,536,13904
2022-04-01,GIN,725,14629
2022-05-01,GIN,2743,17372
2022-06-01,GIN,3182,20554
2022-07-01,GIN,2165,22719
2022-08-01,GIN,633,23352
2022-09-01,GIN,647,23999
2022-10-01,GIN,3508,27507
2022-11-01,GIN,2446,29953
2022-12-01,GIN,526,30479
2023-01-01,GIN,236,30715
2023-02-01,GIN,83,30798
2023-03-01,GIN,0,30798
2019-12-01,GIN,16,30814
2020-01-01,GIN,4038,34852
2020-02-01,GIN,1429,36281
2020-03-01,GIN,154,36435
2020-04-01,GIN,24,36459
2020-05-01,GIN,202,36661
2020-06-01,GIN,156,36817
2020-07-01,GIN,541,37358
2020-08-01,GIN,112,37470
2020-09-01,GIN,182,37652
2020-10-01,GIN,298,37950
2020-11-01,GIN,203,38153
2020-12-01,GIN,0,38153
2021-01-01,GIN,71,38224
2021-02-01,GIN,16,38240
2021-03-01,GIN,27,38267
2021-03-01,GNB,15,15
2021-04-01,GNB,242,257
2021-05-01,GNB,1111,1368
2021-06-01,GNB,397,1765
2021-07-01,GNB,216,1981
2021-08-01,GNB,264,2245
2021-09-01,GNB,117,2362
2021-10-01,GNB,52,2414
2021-11-01,GNB,27,2441
2021-12-01,GNB,11,2452
2022-01-01,GNB,300,2752
2022-02-01,GNB,551,3303
2022-03-01,GNB,358,3661
2022-04-01,GNB,73,3734
2022-05-01,GNB,53,3787
2022-06-01,GNB,93,3880
2022-07-01,GNB,822,4702
2022-08-01,GNB,1167,5869
2022-09-01,GNB,241,6110
2022-10-01,GNB,40,6150
2022-11-01,GNB,294,6444
2022-12-01,GNB,40,6484
2023-01-01,GNB,1265,7749
2023-02-01,GNB,278,8027
2023-03-01,GNB,6,8033
2019-12-01,GNB,6,8039
2020-01-01,GNB,113,8152
2020-02-01,GNB,58,8210
2020-03-01,GNB,80,8290
2020-04-01,GNB,101,8391
2020-05-01,GNB,61,8452
2020-06-01,GNB,344,8796
2020-07-01,GNB,0,8796
2020-08-01,GNB,52,8848
2020-09-01,GNB,0,8848
2020-10-01,GNB,99,8947
2020-11-01,GNB,0,8947
2020-12-01,GNB,13,8960
2020-12-01,GUY,4,4
2021-01-01,GUY,76,65
2021-02-01,GUY,52,117
2021-03-01,GUY,42,159
2021-04-01,GUY,138,297
2021-05-01,GUY,412,709
2021-06-01,GUY,1144,1853
2021-07-01,GUY,1616,3469
2021-08-01,GUY,1354,4823
2021-09-01,GUY,1097,5920
2021-10-01,GUY,988,6908
2021-11-01,GUY,1323,8231
2021-12-01,GUY,929,9160
2022-01-01,GUY,2703,11863
2022-02-01,GUY,3408,15271
2022-03-01,GUY,3115,18386
2022-04-01,GUY,2567,20953
2022-05-01,GUY,2608,23561
2022-06-01,GUY,4415,27976
2022-07-01,GUY,6479,34455
2022-08-01,GUY,2362,36817
2022-09-01,GUY,1737,38554
2022-10-01,GUY,12649,51203
2022-11-01,GUY,10953,62156
2022-12-01,GUY,988,63144
2023-01-01,GUY,224,63368
2023-02-01,GUY,481,63849
2023-03-01,GUY,171,64020
2019-12-01,GUY,154,64174
2020-01-01,GUY,2211,66385
2020-02-01,GUY,2345,68730
2020-03-01,GUY,2058,70788
2020-04-01,GUY,455,71243
2020-05-01,GUY,176,71419
2020-06-01,GUY,103,71522
2020-07-01,GUY,235,71757
2020-08-01,GUY,1058,72815
2020-09-01,GUY,237,73052
2020-10-01,GUY,23,73075
2020-10-01,HTI,15,15
2020-11-01,HTI,85,100
2020-12-01,HTI,2126,2226
2021-01-01,HTI,4145,6371
2021-02-01,HTI,1140,7511
2021-03-01,HTI,713,8224
2021-04-01,HTI,516,8740
2021-05-01,HTI,314,9054
2021-06-01,HTI,242,9296
2021-07-01,HTI,703,9999
2021-08-01,HTI,1759,11758
2021-09-01,HTI,801,12559
2021-10-01,HTI,317,12876
2021-11-01,HTI,334,13210
2021-12-01,HTI,2225,15435
2022-01-01,HTI,3939,19374
2022-02-01,HTI,1059,20433
2022-03-01,HTI,636,21069
2022-04-01,HTI,1056,22125
2022-05-01,HTI,2003,24128
2022-06-01,HTI,1335,25463
2022-07-01,HTI,841,26304
2022-08-01,HTI,3245,29549
2022-09-01,HTI,826,30375
2022-10-01,HTI,203,30578
2022-11-01,HTI,129,30707
2022-12-01,HTI,233,30905
2023-01-01,HTI,1003,31908
2023-02-01,HTI,608,32516
2023-03-01,HTI,0,32516
2019-12-01,HTI,199,32715
2020-01-01,HTI,836,33551
2020-02-01,HTI,205,33756
2020-03-01,HTI,72,33828
2020-04-01,HTI,34,33862
2020-05-01,HTI,50,33912
2020-06-01,HTI,164,34076
2020-07-01,HTI,126,34202
2020-07-01,HND,2,2
2020-08-01,HND,424,426
2020-09-01,HND,1912,2318
2020-10-01,HND,5351,7669
2020-11-01,HND,23198,30867
2020-12-01,HND,18175,49042
2021-01-01,HND,21078,70120
2021-02-01,HND,15969,86089
2021-03-01,HND,15379,101468
2021-04-01,HND,11739,113207
2021-05-01,HND,18756,131963
2021-06-01,HND,26392,158355
2021-07-01,HND,18072,176427
2021-08-01,HND,22548,198975
2021-09-01,HND,24017,222992
2021-10-01,HND,26939,249931
2021-11-01,HND,28043,277974
2021-12-01,HND,34218,312192
2022-01-01,HND,42778,354970
2022-02-01,HND,16891,371861
2022-03-01,HND,4980,376841
2022-04-01,HND,1582,378423
2022-05-01,HND,4017,382440
2022-06-01,HND,9434,391874
2022-07-01,HND,25327,417201
2022-08-01,HND,4067,421268
2022-09-01,HND,3122,424390
2022-10-01,HND,1540,425930
2022-11-01,HND,4742,430672
2022-12-01,HND,15782,446454
2023-01-01,HND,9215,455669
2023-02-01,HND,995,456664
2023-03-01,HND,222,456886
2019-12-01,HND,0,456886
2020-01-01,HND,573,457459
2020-02-01,HND,4529,461988
2020-03-01,HND,7736,469724
2020-04-01,HND,1833,471557
2020-05-01,HND,662,472219
2020-05-01,HKG,38,38
2020-06-01,HKG,77,115
2020-07-01,HKG,799,914
2020-08-01,HKG,133,1047
2020-09-01,HKG,60,1107
2020-10-01,HKG,178,1285
2020-11-01,HKG,2863,4148
2020-12-01,HKG,741,4889
2021-01-01,HKG,304,5193
2021-02-01,HKG,187,5380
2021-03-01,HKG,1595,6975
2021-04-01,HKG,2042,9017
2021-05-01,HKG,1650,10667
2021-06-01,HKG,432,11099
2021-07-01,HKG,425,11524
2021-08-01,HKG,287,11811
2021-09-01,HKG,54,11865
2021-10-01,HKG,86,11951
2021-11-01,HKG,64,12015
2021-12-01,HKG,109,12123
2022-01-01,HKG,168,12268
2022-02-01,HKG,100,12368
2022-03-01,HKG,98,12466
2022-04-01,HKG,256,12722
2022-05-01,HKG,3300,16022
2022-06-01,HKG,685173,701195
2022-07-01,HKG,490395,1191590
2022-08-01,HKG,15228,1206818
2022-09-01,HKG,8878,1215696
2022-10-01,HKG,58221,1273917
2022-11-01,HKG,115365,1389282
2022-12-01,HKG,203138,1592420
2023-01-01,HKG,214268,1806688
2023-02-01,HKG,146205,1952893
2023-03-01,HKG,15414,1968307
2019-12-01,HKG,11322,1979629
2020-01-01,HKG,252462,2232091
2020-02-01,HKG,523736,2755827
2020-03-01,HKG,120279,2876106
2020-04-01,HKG,0,2876106
2020-04-01,HUN,9,9
2020-05-01,HUN,1449,1458
2020-06-01,HUN,1826,3284
2020-07-01,HUN,730,4014
2020-08-01,HUN,233,4247
2020-09-01,HUN,484,4731
2020-10-01,HUN,4232,8963
2020-11-01,HUN,29874,38837
2020-12-01,HUN,75941,114778
2021-01-01,HUN,169092,283870
2021-02-01,HUN,59786,343656
2021-03-01,HUN,33999,377655
2021-04-01,HUN,91058,468713
2021-05-01,HUN,256528,725241
2021-06-01,HUN,67145,792386
2021-07-01,HUN,13703,806089
2021-08-01,HUN,2450,808539
2021-09-01,HUN,1472,810011
2021-10-01,HUN,5594,815605
2021-11-01,HUN,13851,829456
2021-12-01,HUN,80542,909998
2022-01-01,HUN,288941,1198939
2022-02-01,HUN,98673,1297612
2022-03-01,HUN,352950,1650562
2022-04-01,HUN,155336,1805898
2022-05-01,HUN,66766,1872664
2022-06-01,HUN,30536,1903200
2022-07-01,HUN,18286,1921486
2022-08-01,HUN,11302,1932788
2022-09-01,HUN,54533,1987321
2022-10-01,HUN,71526,2058847
2022-11-01,HUN,49060,2107907
2022-12-01,HUN,33606,2141513
2023-01-01,HUN,29543,2171056
2023-02-01,HUN,17681,2188737
2023-03-01,HUN,1597,2190334
2019-12-01,HUN,0,2190334
2020-01-01,HUN,2938,2193272
2020-02-01,HUN,2654,2195926
2020-02-01,ISL,34,34
2020-03-01,ISL,1614,1648
2020-04-01,ISL,153,1801
2020-05-01,ISL,6,1807
2020-06-01,ISL,26,1833
2020-07-01,ISL,99,1932
2020-08-01,ISL,225,2157
2020-09-01,ISL,1110,3267
2020-10-01,ISL,1750,5017
2020-11-01,ISL,507,5524
2020-12-01,ISL,321,5845
2021-01-01,ISL,182,6026
2021-02-01,ISL,44,6070
2021-03-01,ISL,186,6256
2021-04-01,ISL,244,6500
2021-05-01,ISL,112,6612
2021-06-01,ISL,52,6664
2021-07-01,ISL,1844,8508
2021-08-01,ISL,2665,11173
2021-09-01,ISL,919,12092
2021-10-01,ISL,3048,15140
2021-11-01,ISL,3912,19052
2021-12-01,ISL,16187,35239
2022-01-01,ISL,48703,83942
2022-02-01,ISL,71935,155877
2022-03-01,ISL,26756,182633
2022-04-01,ISL,3435,185795
2022-05-01,ISL,3524,189319
2022-06-01,ISL,7208,196527
2022-07-01,ISL,6635,203162
2022-08-01,ISL,1847,205009
2022-09-01,ISL,814,205823
2022-10-01,ISL,980,206803
2022-11-01,ISL,298,207101
2022-12-01,ISL,1197,208298
2023-01-01,ISL,541,208839
2023-02-01,ISL,254,209093
2023-02-01,IND,3,3
2023-03-01,IND,0,3
2019-12-01,IND,0,3
2020-01-01,IND,40,43
2020-02-01,IND,4735,4778
2020-03-01,IND,65990,70768
2020-04-01,IND,195160,265928
2020-05-01,IND,640824,906752
2020-06-01,IND,1361923,2268675
2020-07-01,IND,2011747,4280422
2020-08-01,IND,2895458,7175880
2020-09-01,IND,1415850,8591730
2020-10-01,IND,1112040,9703770
2020-11-01,IND,775409,10479179
2020-12-01,IND,368125,10847304
2021-01-01,IND,562527,11409831
2021-02-01,IND,2279622,13689453
2021-03-01,IND,9303064,22992517
2021-04-01,IND,6003956,28996473
2021-05-01,IND,1910809,30907282
2021-06-01,IND,1090876,31998158
2021-07-01,IND,1060685,33058843
2021-08-01,IND,927077,33985920
2021-09-01,IND,391193,34377113
2021-10-01,IND,326531,34703644
2021-11-01,IND,1172146,35875790
2021-12-01,IND,6463821,42339611
2022-01-01,IND,656451,42996062
2022-02-01,IND,40866,43036928
2022-03-01,IND,70761,43107689
2022-04-01,IND,77360,43185049
2022-05-01,IND,467895,43652944
2022-06-01,IND,521706,44174650
2022-07-01,IND,327713,44502363
2022-08-01,IND,114031,44616394
2022-09-01,IND,45269,44661504
2022-10-01,IND,16593,44676318
2022-11-01,IND,5121,44681439
2022-12-01,IND,3329,44684768
2023-01-01,IND,5503,44689046
2023-01-01,IDN,27,27
2023-02-01,IDN,2711,2738
2023-03-01,IDN,774,3512
2019-12-01,IDN,729,4241
2020-01-01,IDN,9791,14032
2020-02-01,IDN,17154,31186
2020-03-01,IDN,44513,75699
2020-04-01,IDN,49697,125396
2020-05-01,IDN,92986,218382
2020-06-01,IDN,115067,333449
2020-07-01,IDN,104267,437716
2020-08-01,IDN,180104,617820
2020-09-01,IDN,210206,828026
2020-10-01,IDN,329811,1157837
2020-11-01,IDN,261618,1419455
2020-12-01,IDN,147540,1566995
2021-01-01,IDN,172755,1739750
2021-02-01,IDN,171608,1911358
2021-03-01,IDN,615845,2527203
2021-04-01,IDN,1138828,3666031
2021-05-01,IDN,501480,4167511
2021-06-01,IDN,60421,4227932
2021-07-01,IDN,20233,4248165
2021-08-01,IDN,10978,4259143
2021-09-01,IDN,7052,4266195
2021-10-01,IDN,541583,4807778
2021-11-01,IDN,1082717,5890495
2021-12-01,IDN,142212,6032707
2022-01-01,IDN,18069,6050776
2022-02-01,IDN,9712,6060488
2022-03-01,IDN,50817,6111305
2022-04-01,IDN,133673,6244978
2022-05-01,IDN,147514,6392492
2022-06-01,IDN,52456,6444948
2022-07-01,IDN,116556,6561504
2022-08-01,IDN,137286,6698790
2022-09-01,IDN,24756,6723546
2022-10-01,IDN,9253,6732799
2022-11-01,IDN,4195,6736994
2022-11-01,IRN,139,139
2022-12-01,IRN,26878,27017
2023-01-01,IRN,66640,93657
2023-02-01,IRN,47934,141591
2023-03-01,IRN,7359,148950
2019-12-01,IRN,5495,154445
2020-01-01,IRN,70760,225205
2020-02-01,IRN,68401,293606
2020-03-01,IRN,81606,375212
2020-04-01,IRN,74748,449960
2020-05-01,IRN,178820,628780
2020-06-01,IRN,333290,962070
2020-07-01,IRN,244303,1206373
2020-08-01,IRN,218223,1424596
2020-09-01,IRN,215083,1639679
2020-10-01,IRN,225305,1864984
2020-11-01,IRN,690603,2555587
2020-12-01,IRN,357549,2913136
2021-01-01,IRN,357707,3270843
2021-02-01,IRN,669865,3940708
2021-03-01,IRN,1020036,4960744
2021-04-01,IRN,587246,5547990
2021-05-01,IRN,386505,5934495
2021-06-01,IRN,178697,6113192
2021-07-01,IRN,73537,6186729
