date,iso_code,weekly_new_cases,weekly_total_cases
19-07-20 00:00,MLI,1367,21378
26-07-20 00:00,MLI,2602,23980
02-08-20 00:00,MLI,4341,28321
09-08-20 00:00,MLI,1276,29597
16-08-20 00:00,MLI,411,30008
23-08-20 00:00,MLI,148,30156
30-08-20 00:00,MLI,103,30259
06-09-20 00:00,MLI,79,30338
13-09-20 00:00,MLI,33,30371
20-09-20 00:00,MLI,27,30398
27-09-20 00:00,MLI,16,30414
04-10-20 00:00,MLI,34,30448
11-10-20 00:00,MLI,22,30470
18-10-20 00:00,MLI,23,30493
25-10-20 00:00,MLI,53,30546
01-11-20 00:00,MLI,105,30651
08-11-20 00:00,MLI,76,30727
15-11-20 00:00,MLI,106,30833
22-11-20 00:00,MLI,94,30927
29-11-20 00:00,MLI,76,31003
06-12-20 00:00,MLI,51,31054
13-12-20 00:00,MLI,34,31088
20-12-20 00:00,MLI,21,31109
27-12-20 00:00,MLI,13,31122
03-01-21 00:00,MLI,15,31137
10-01-21 00:00,MLI,16,31153
17-01-21 00:00,MLI,18,31171
24-01-21 00:00,MLI,15,31186
31-01-21 00:00,MLI,12,31198
07-02-21 00:00,MLI,14,31212
14-02-21 00:00,MLI,10,31222
21-02-21 00:00,MLI,14,31236
28-02-21 00:00,MLI,8,31244
07-03-21 00:00,MLI,15,31259
14-03-21 00:00,MLI,55,31314
21-03-21 00:00,MLI,262,31576
28-03-21 00:00,MLI,629,32205
04-04-21 00:00,MLI,292,32497
11-04-21 00:00,MLI,104,32601
18-04-21 00:00,MLI,40,32641
25-04-21 00:00,MLI,56,32697
02-05-21 00:00,MLI,9,32706
09-05-21 00:00,MLI,9,32715
16-05-21 00:00,MLI,16,32731
23-05-21 00:00,MLI,7,32738
30-05-21 00:00,MLI,7,32745
06-06-21 00:00,MLI,10,32755
13-06-21 00:00,MLI,2,32757
20-06-21 00:00,MLI,3,32760
27-06-21 00:00,MLI,3,32763
04-07-21 00:00,MLI,1,32764
11-07-21 00:00,MLI,4,32768
18-07-21 00:00,MLI,2,32770
25-07-21 00:00,MLI,1,32771
01-08-21 00:00,MLI,1,32772
08-08-21 00:00,MLI,3,32775
15-08-21 00:00,MLI,3,32778
22-08-21 00:00,MLI,12,32790
29-08-21 00:00,MLI,36,32826
05-09-21 00:00,MLI,69,32895
12-09-21 00:00,MLI,102,32997
19-09-21 00:00,MLI,54,33051
26-09-21 00:00,MLT,6,6
03-10-21 00:00,MLT,32,38
10-10-21 00:00,MLT,91,129
17-10-21 00:00,MLT,59,188
24-10-21 00:00,MLT,111,299
31-10-21 00:00,MLT,100,399
07-11-21 00:00,MLT,45,444
14-11-21 00:00,MLT,19,463
21-11-21 00:00,MLT,21,484
28-11-21 00:00,MLT,24,508
05-12-21 00:00,MLT,76,584
12-12-21 00:00,MLT,28,612
19-12-21 00:00,MLT,10,622
26-12-21 00:00,MLT,13,635
02-01-22 00:00,MLT,27,662
09-01-22 00:00,MLT,3,665
16-01-22 00:00,MLT,6,671
23-01-22 00:00,MLT,2,673
30-01-22 00:00,MLT,1,674
06-02-22 00:00,MLT,5,679
13-02-22 00:00,MLT,41,720
20-02-22 00:00,MLT,206,926
27-02-22 00:00,MLT,264,1190
06-03-22 00:00,MLT,322,1470
13-03-22 00:00,MLT,281,1751
20-03-22 00:00,MLT,180,1931
27-03-22 00:00,MLT,231,2162
03-04-22 00:00,MLT,398,2560
10-04-22 00:00,MLT,296,2856
17-04-22 00:00,MLT,202,3058
24-04-22 00:00,MLT,384,3442
01-05-22 00:00,MLT,606,4048
08-05-22 00:00,MLT,978,5026
15-05-22 00:00,MLT,734,5760
22-05-22 00:00,MLT,830,6590
29-05-22 00:00,MLT,947,7537
05-06-22 00:00,MLT,883,8420
12-06-22 00:00,MLT,833,9253
19-06-22 00:00,MLT,848,10101
26-06-22 00:00,MLT,677,10778
03-07-22 00:00,MLT,637,11415
10-07-22 00:00,MLT,577,11992
17-07-22 00:00,MLT,673,12665
24-07-22 00:00,MLT,947,13612
31-07-22 00:00,MLT,1346,14958
07-08-22 00:00,MLT,1171,16129
14-08-22 00:00,MLT,1063,17192
21-08-22 00:00,MLT,1114,18306
28-08-22 00:00,MLT,876,19182
04-09-22 00:00,MLT,1064,20246
11-09-22 00:00,MLT,1286,21532
18-09-22 00:00,MLT,1694,23226
25-09-22 00:00,MLT,2131,25357
02-10-22 00:00,MLT,1915,27272
09-10-22 00:00,MLT,1238,28510
16-10-22 00:00,MLT,523,29033
23-10-22 00:00,MLT,375,29408
30-10-22 00:00,MLT,370,29778
06-11-22 00:00,MLT,285,30063
13-11-22 00:00,MLT,186,30249
20-11-22 00:00,MLT,162,30411
27-11-22 00:00,MLT,58,30469
04-12-22 00:00,MLT,20,30489
11-12-22 00:00,MLT,27,30516
18-12-22 00:00,MLT,37,30553
25-12-22 00:00,MLT,20,30573
01-01-23 00:00,MLT,12,30585
08-01-23 00:00,MLT,10,30595
15-01-23 00:00,MLT,28,30623
22-01-23 00:00,MLT,77,30700
29-01-23 00:00,MLT,912,31612
05-02-23 00:00,MLT,1420,33032
12-02-23 00:00,MLT,963,33995
19-02-23 00:00,MLT,595,34590
26-02-23 00:00,MLT,450,35040
05-03-23 00:00,MLT,246,35286
29-12-19 00:00,MLT,94,35380
05-01-20 00:00,MLT,451,35831
12-01-20 00:00,MLT,292,36123
19-01-20 00:00,MLT,389,36512
26-01-20 00:00,MLT,281,36793
02-02-20 00:00,MLT,201,36994
09-02-20 00:00,MLT,109,37103
16-02-20 00:00,MLT,118,37221
23-02-20 00:00,MLT,137,37358
01-03-20 00:00,MLT,106,37464
08-03-20 00:00,MLT,100,37564
15-03-20 00:00,MLT,109,37673
22-03-20 00:00,MLT,258,37931
29-03-20 00:00,MLT,324,38255
05-04-20 00:00,MLT,516,38771
12-04-20 00:00,MLT,558,39329
19-04-20 00:00,MLT,686,40015
26-04-20 00:00,MLT,609,40624
03-05-20 00:00,MLT,1481,42105
10-05-20 00:00,MLT,4977,47082
17-05-20 00:00,MLT,7980,55062
24-05-20 00:00,MLT,5761,60823
31-05-20 00:00,MLT,3175,63998
07-06-20 00:00,MLT,2073,66071
14-06-20 00:00,MLT,1646,67717
21-06-20 00:00,MLT,1458,69175
28-06-20 00:00,MLT,914,70089
05-07-20 00:00,MLT,650,70739
12-07-20 00:00,MLT,536,71275
19-07-20 00:00,MLT,696,71971
26-07-20 00:00,MLT,1030,73001
02-08-20 00:00,MLT,1768,74769
09-08-20 00:00,MLT,2333,77102
16-08-20 00:00,MLT,5024,82126
23-08-20 00:00,MLT,4469,86595
30-08-20 00:00,MLT,2433,89028
06-09-20 00:00,MLT,1745,90773
13-09-20 00:00,MLT,1202,91975
20-09-20 00:00,MLT,978,92953
27-09-20 00:00,MLT,619,93572
04-10-20 00:00,MLT,541,94113
11-10-20 00:00,MLT,530,94643
18-10-20 00:00,MLT,629,95272
25-10-20 00:00,MLT,1018,96290
01-11-20 00:00,MLT,1815,98105
08-11-20 00:00,MLT,3348,101453
15-11-20 00:00,MLT,3954,105407
22-11-20 00:00,MLT,3636,109043
29-11-20 00:00,MLT,2106,111149
06-12-20 00:00,MLT,1146,112295
13-12-20 00:00,MLT,584,112879
20-12-20 00:00,MLT,409,113288
27-12-20 00:00,MLT,270,113558
03-01-21 00:00,MLT,275,113833
10-01-21 00:00,MLT,167,114000
17-01-21 00:00,MLT,151,114151
24-01-21 00:00,MLT,132,114283
31-01-21 00:00,MLT,142,114425
07-02-21 00:00,MLT,158,114583
14-02-21 00:00,MLT,147,114730
21-02-21 00:00,MLT,157,114887
28-02-21 00:00,MLT,149,115036
07-03-21 00:00,MLT,179,115215
14-03-21 00:00,MLT,134,115349
21-03-21 00:00,MLT,140,115489
28-03-21 00:00,MLT,119,115608
04-04-21 00:00,MLT,95,115703
11-04-21 00:00,MLT,72,115775
18-04-21 00:00,MLT,116,115891
25-04-21 00:00,MLT,90,115981
02-05-21 00:00,MLT,146,116127
09-05-21 00:00,MLT,126,116253
16-05-21 00:00,MLT,183,116436
23-05-21 00:00,MLT,242,116678
30-05-21 00:00,MLT,160,116838
06-06-21 00:00,MLT,56,116894
13-06-21 00:00,MLT,59,116953
20-06-21 00:00,MLT,109,117062
27-06-21 00:00,MLT,104,117166
04-07-21 00:00,MLT,82,117248
11-07-21 00:00,MLT,90,117338
18-07-21 00:00,MLT,139,117477
18-07-21 00:00,MHL,,
25-07-21 00:00,MHL,,
01-08-21 00:00,MHL,,
08-08-21 00:00,MHL,,
15-08-21 00:00,MHL,,
22-08-21 00:00,MHL,,
29-08-21 00:00,MHL,,
05-09-21 00:00,MHL,,
12-09-21 00:00,MHL,,
19-09-21 00:00,MHL,,
26-09-21 00:00,MHL,,
03-10-21 00:00,MHL,,
10-10-21 00:00,MHL,,
17-10-21 00:00,MHL,,
24-10-21 00:00,MHL,,
31-10-21 00:00,MHL,,
07-11-21 00:00,MHL,,
14-11-21 00:00,MHL,,
21-11-21 00:00,MHL,,
28-11-21 00:00,MHL,,
05-12-21 00:00,MHL,,
12-12-21 00:00,MHL,,
19-12-21 00:00,MHL,,
26-12-21 00:00,MHL,,
02-01-22 00:00,MHL,,
09-01-22 00:00,MHL,2,2
16-01-22 00:00,MHL,0,2
23-01-22 00:00,MHL,0,1
30-01-22 00:00,MHL,3,4
06-02-22 00:00,MHL,0,4
13-02-22 00:00,MHL,0,4
20-02-22 00:00,MHL,0,4
27-02-22 00:00,MHL,0,4
06-03-22 00:00,MHL,0,4
13-03-22 00:00,MHL,0,4
20-03-22 00:00,MHL,0,4
27-03-22 00:00,MHL,0,4
03-04-22 00:00,MHL,0,4
10-04-22 00:00,MHL,0,4
17-04-22 00:00,MHL,0,4
24-04-22 00:00,MHL,0,4
01-05-22 00:00,MHL,0,4
08-05-22 00:00,MHL,0,4
15-05-22 00:00,MHL,0,4
22-05-22 00:00,MHL,0,4
29-05-22 00:00,MHL,0,4
05-06-22 00:00,MHL,0,4
12-06-22 00:00,MHL,0,4
19-06-22 00:00,MHL,0,4
26-06-22 00:00,MHL,0,4
03-07-22 00:00,MHL,0,4
10-07-22 00:00,MHL,0,4
17-07-22 00:00,MHL,0,4
24-07-22 00:00,MHL,0,4
31-07-22 00:00,MHL,0,4
07-08-22 00:00,MHL,0,4
14-08-22 00:00,MHL,0,4
21-08-22 00:00,MHL,0,4
28-08-22 00:00,MHL,0,4
04-09-22 00:00,MHL,0,4
11-09-22 00:00,MHL,0,4
18-09-22 00:00,MHL,0,4
25-09-22 00:00,MHL,0,4
02-10-22 00:00,MHL,0,4
09-10-22 00:00,MHL,0,4
16-10-22 00:00,MHL,0,4
23-10-22 00:00,MHL,0,4
30-10-22 00:00,MHL,0,4
06-11-22 00:00,MHL,0,4
13-11-22 00:00,MHL,0,4
20-11-22 00:00,MHL,0,4
27-11-22 00:00,MHL,0,4
04-12-22 00:00,MHL,0,4
11-12-22 00:00,MHL,0,4
18-12-22 00:00,MHL,0,4
25-12-22 00:00,MHL,0,4
01-01-23 00:00,MHL,0,4
08-01-23 00:00,MHL,0,4
15-01-23 00:00,MHL,0,4
22-01-23 00:00,MHL,0,4
29-01-23 00:00,MHL,0,4
05-02-23 00:00,MHL,0,4
12-02-23 00:00,MHL,0,4
19-02-23 00:00,MHL,0,4
26-02-23 00:00,MHL,0,4
05-03-23 00:00,MHL,0,4
29-12-19 00:00,MHL,0,4
05-01-20 00:00,MHL,0,4
12-01-20 00:00,MHL,0,4
19-01-20 00:00,MHL,3,7
26-01-20 00:00,MHL,0,7
02-02-20 00:00,MHL,0,7
09-02-20 00:00,MHL,0,7
16-02-20 00:00,MHL,0,7
23-02-20 00:00,MHL,0,7
01-03-20 00:00,MHL,0,7
08-03-20 00:00,MHL,0,7
15-03-20 00:00,MHL,0,7
22-03-20 00:00,MHL,0,7
29-03-20 00:00,MHL,0,7
05-04-20 00:00,MHL,0,7
12-04-20 00:00,MHL,0,7
19-04-20 00:00,MHL,0,7
26-04-20 00:00,MHL,8,15
03-05-20 00:00,MHL,2,17
10-05-20 00:00,MHL,0,17
17-05-20 00:00,MHL,0,17
24-05-20 00:00,MHL,0,17
31-05-20 00:00,MHL,0,17
07-06-20 00:00,MHL,0,17
14-06-20 00:00,MHL,1,18
21-06-20 00:00,MHL,0,18
28-06-20 00:00,MHL,0,18
05-07-20 00:00,MHL,0,18
12-07-20 00:00,MHL,14,32
19-07-20 00:00,MHL,15,47
26-07-20 00:00,MHL,11,58
02-08-20 00:00,MHL,1,59
09-08-20 00:00,MHL,7,66
16-08-20 00:00,MHL,123,189
23-08-20 00:00,MHL,6417,6606
30-08-20 00:00,MHL,7326,13932
06-09-20 00:00,MHL,1110,15042
13-09-20 00:00,MHL,29,15071
20-09-20 00:00,MHL,109,15180
27-09-20 00:00,MHL,44,15224
04-10-20 00:00,MHL,51,15275
11-10-20 00:00,MHL,30,15305
18-10-20 00:00,MHL,70,15375
25-10-20 00:00,MHL,14,15389
01-11-20 00:00,MHL,0,15389
08-11-20 00:00,MHL,0,15389
15-11-20 00:00,MHL,0,15389
22-11-20 00:00,MHL,0,15389
29-11-20 00:00,MHL,112,15501
06-12-20 00:00,MHL,40,15541
13-12-20 00:00,MHL,0,15541
20-12-20 00:00,MHL,6,15547
27-12-20 00:00,MHL,0,15547
03-01-21 00:00,MHL,0,15547
10-01-21 00:00,MHL,7,15554
17-01-21 00:00,MHL,0,15554
24-01-21 00:00,MHL,0,15554
31-01-21 00:00,MHL,0,15554
07-02-21 00:00,MHL,30,15584
14-02-21 00:00,MHL,0,15584
21-02-21 00:00,MHL,6,15590
28-02-21 00:00,MHL,8,15598
07-03-21 00:00,MHL,20,15618
14-03-21 00:00,MHL,0,15618
14-03-21 00:00,MRT,1,1
21-03-21 00:00,MRT,1,2
28-03-21 00:00,MRT,4,6
04-04-21 00:00,MRT,0,6
11-04-21 00:00,MRT,1,7
18-04-21 00:00,MRT,0,7
25-04-21 00:00,MRT,0,7
02-05-21 00:00,MRT,1,8
09-05-21 00:00,MRT,1,9
16-05-21 00:00,MRT,122,131
23-05-21 00:00,MRT,137,268
30-05-21 00:00,MRT,400,668
06-06-21 00:00,MRT,494,1162
13-06-21 00:00,MRT,895,2057
20-06-21 00:00,MRT,1235,3292
27-06-21 00:00,MRT,1071,4363
04-07-21 00:00,MRT,661,5024
11-07-21 00:00,MRT,494,5518
18-07-21 00:00,MRT,467,5985
25-07-21 00:00,MRT,264,6249
01-08-21 00:00,MRT,169,6418
08-08-21 00:00,MRT,180,6598
15-08-21 00:00,MRT,191,6789
22-08-21 00:00,MRT,171,6960
29-08-21 00:00,MRT,115,7075
05-09-21 00:00,MRT,90,7165
12-09-21 00:00,MRT,154,7319
19-09-21 00:00,MRT,84,7403
26-09-21 00:00,MRT,85,7488
03-10-21 00:00,MRT,41,7529
10-10-21 00:00,MRT,36,7565
17-10-21 00:00,MRT,69,7634
24-10-21 00:00,MRT,46,7680
31-10-21 00:00,MRT,44,7724
07-11-21 00:00,MRT,124,7848
14-11-21 00:00,MRT,146,7994
21-11-21 00:00,MRT,199,8193
28-11-21 00:00,MRT,517,8710
05-12-21 00:00,MRT,1166,9876
12-12-21 00:00,MRT,1555,11431
19-12-21 00:00,MRT,1314,12745
26-12-21 00:00,MRT,1244,13989
02-01-22 00:00,MRT,992,14981
09-01-22 00:00,MRT,726,15707
16-01-22 00:00,MRT,440,16147
23-01-22 00:00,MRT,313,16460
30-01-22 00:00,MRT,229,16689
06-02-22 00:00,MRT,179,16868
13-02-22 00:00,MRT,148,17016
20-02-22 00:00,MRT,114,17130
27-02-22 00:00,MRT,105,17235
06-03-22 00:00,MRT,130,17365
13-03-22 00:00,MRT,122,17487
20-03-22 00:00,MRT,171,17658
27-03-22 00:00,MRT,166,17824
03-04-22 00:00,MRT,131,17955
10-04-22 00:00,MRT,97,18052
17-04-22 00:00,MRT,104,18156
24-04-22 00:00,MRT,158,18314
01-05-22 00:00,MRT,189,18503
08-05-22 00:00,MRT,188,18691
15-05-22 00:00,MRT,214,18905
22-05-22 00:00,MRT,346,19251
29-05-22 00:00,MRT,347,19598
05-06-22 00:00,MRT,297,19895
12-06-22 00:00,MRT,256,20151
19-06-22 00:00,MRT,264,20415
26-06-22 00:00,MRT,332,20747
03-07-22 00:00,MRT,489,21236
10-07-22 00:00,MRT,666,21902
17-07-22 00:00,MRT,1027,22929
24-07-22 00:00,MRT,1420,24349
31-07-22 00:00,MRT,2206,26555
07-08-22 00:00,MRT,2169,28724
14-08-22 00:00,MRT,1911,30635
21-08-22 00:00,MRT,1585,32220
28-08-22 00:00,MRT,1360,33580
04-09-22 00:00,MRT,828,34408
11-09-22 00:00,MRT,634,35042
18-09-22 00:00,MRT,552,35594
25-09-22 00:00,MRT,348,35942
02-10-22 00:00,MRT,287,36229
09-10-22 00:00,MRT,236,36465
16-10-22 00:00,MRT,294,36759
23-10-22 00:00,MRT,273,37032
30-10-22 00:00,MRT,403,37435
06-11-22 00:00,MRT,320,37755
13-11-22 00:00,MRT,523,38278
20-11-22 00:00,MRT,518,38796
27-11-22 00:00,MRT,470,39266
04-12-22 00:00,MRT,355,39621
11-12-22 00:00,MRT,257,39878
18-12-22 00:00,MRT,304,40182
25-12-22 00:00,MRT,555,40737
01-01-23 00:00,MRT,2760,43497
08-01-23 00:00,MRT,7205,50702
15-01-23 00:00,MRT,5156,55858
22-01-23 00:00,MRT,1790,57648
29-01-23 00:00,MRT,650,58298
05-02-23 00:00,MRT,210,58508
12-02-23 00:00,MRT,69,58577
19-02-23 00:00,MRT,41,58618
26-02-23 00:00,MRT,20,58638
05-03-23 00:00,MRT,7,58645
29-12-19 00:00,MRT,4,58649
05-01-20 00:00,MRT,9,58658
12-01-20 00:00,MRT,4,58662
19-01-20 00:00,MRT,4,58666
26-01-20 00:00,MRT,4,58670
02-02-20 00:00,MRT,40,58710
09-02-20 00:00,MRT,2,58681
16-02-20 00:00,MRT,2,58683
23-02-20 00:00,MRT,5,58688
01-03-20 00:00,MRT,55,58743
08-03-20 00:00,MRT,110,58853
15-03-20 00:00,MRT,172,59025
22-03-20 00:00,MRT,98,59123
29-03-20 00:00,MRT,76,59199
05-04-20 00:00,MRT,48,59247
12-04-20 00:00,MRT,57,59304
19-04-20 00:00,MRT,147,59451
26-04-20 00:00,MRT,801,60252
03-05-20 00:00,MRT,982,61234
10-05-20 00:00,MRT,687,61921
17-05-20 00:00,MRT,392,62313
24-05-20 00:00,MRT,259,62572
31-05-20 00:00,MRT,85,62657
07-06-20 00:00,MRT,51,62708
14-06-20 00:00,MRT,31,62739
21-06-20 00:00,MRT,22,62761
28-06-20 00:00,MRT,10,62771
05-07-20 00:00,MRT,5,62776
12-07-20 00:00,MRT,8,62784
19-07-20 00:00,MRT,7,62791
26-07-20 00:00,MRT,35,62826
02-08-20 00:00,MRT,94,62920
09-08-20 00:00,MRT,190,63110
16-08-20 00:00,MRT,170,63280
23-08-20 00:00,MRT,75,63355
30-08-20 00:00,MRT,44,63399
06-09-20 00:00,MRT,13,63412
13-09-20 00:00,MRT,7,63419
20-09-20 00:00,MRT,0,63419
27-09-20 00:00,MRT,2,63421
04-10-20 00:00,MRT,1,63422
11-10-20 00:00,MRT,3,63425
18-10-20 00:00,MRT,0,63425
25-10-20 00:00,MRT,0,63425
01-11-20 00:00,MRT,4,63429
08-11-20 00:00,MRT,6,63435
15-11-20 00:00,MRT,229,63664
22-11-20 00:00,MRT,0,63664
29-11-20 00:00,MRT,1,63665
06-12-20 00:00,MRT,2,63667
13-12-20 00:00,MRT,0,63667
20-12-20 00:00,MRT,0,63667
27-12-20 00:00,MRT,1,63668
27-12-20 00:00,MUS,3,3
03-01-21 00:00,MUS,39,42
10-01-21 00:00,MUS,101,143
17-01-21 00:00,MUS,125,268
24-01-21 00:00,MUS,56,324
31-01-21 00:00,MUS,4,328
07-02-21 00:00,MUS,4,332
14-02-21 00:00,MUS,0,332
21-02-21 00:00,MUS,0,332
28-02-21 00:00,MUS,0,332
07-03-21 00:00,MUS,2,334
14-03-21 00:00,MUS,1,335
21-03-21 00:00,MUS,2,337
28-03-21 00:00,MUS,0,337
04-04-21 00:00,MUS,3,340
11-04-21 00:00,MUS,1,341
18-04-21 00:00,MUS,1,342
25-04-21 00:00,MUS,1,343
02-05-21 00:00,MUS,0,343
09-05-21 00:00,MUS,1,344
16-05-21 00:00,MUS,0,344
23-05-21 00:00,MUS,0,344
30-05-21 00:00,MUS,2,346
06-06-21 00:00,MUS,0,346
13-06-21 00:00,MUS,10,356
20-06-21 00:00,MUS,1,357
27-06-21 00:00,MUS,8,365
04-07-21 00:00,MUS,2,367
11-07-21 00:00,MUS,14,381
18-07-21 00:00,MUS,14,395
25-07-21 00:00,MUS,12,407
01-08-21 00:00,MUS,14,421
08-08-21 00:00,MUS,18,439
15-08-21 00:00,MUS,12,451
22-08-21 00:00,MUS,16,467
29-08-21 00:00,MUS,24,491
05-09-21 00:00,MUS,9,500
12-09-21 00:00,MUS,5,505
19-09-21 00:00,MUS,11,516
26-09-21 00:00,MUS,8,524
03-10-21 00:00,MUS,3,527
10-10-21 00:00,MUS,0,527
17-10-21 00:00,MUS,4,531
24-10-21 00:00,MUS,15,546
31-10-21 00:00,MUS,10,556
07-11-21 00:00,MUS,12,568
14-11-21 00:00,MUS,15,583
21-11-21 00:00,MUS,11,594
28-11-21 00:00,MUS,9,603
05-12-21 00:00,MUS,7,610
12-12-21 00:00,MUS,9,619
19-12-21 00:00,MUS,22,641
26-12-21 00:00,MUS,143,784
02-01-22 00:00,MUS,28,812
09-01-22 00:00,MUS,151,963
16-01-22 00:00,MUS,175,1138
23-01-22 00:00,MUS,60,1198
30-01-22 00:00,MUS,5,1203
06-02-22 00:00,MUS,3,1206
13-02-22 00:00,MUS,35,1241
20-02-22 00:00,MUS,47,1288
27-02-22 00:00,MUS,34,1322
06-03-22 00:00,MUS,42,1364
13-03-22 00:00,MUS,81,1445
20-03-22 00:00,MUS,74,1519
27-03-22 00:00,MUS,210,1729
03-04-22 00:00,MUS,107,1836
10-04-22 00:00,MUS,62,1898
17-04-22 00:00,MUS,180,2078
24-04-22 00:00,MUS,246,2324
01-05-22 00:00,MUS,796,3120
08-05-22 00:00,MUS,793,3913
15-05-22 00:00,MUS,580,4493
22-05-22 00:00,MUS,726,5219
29-05-22 00:00,MUS,1241,6460
05-06-22 00:00,MUS,2207,8667
12-06-22 00:00,MUS,2009,10676
19-06-22 00:00,MUS,2107,12783
26-06-22 00:00,MUS,999,13782
03-07-22 00:00,MUS,1149,14931
10-07-22 00:00,MUS,676,15607
17-07-22 00:00,MUS,476,16083
24-07-22 00:00,MUS,389,16472
31-07-22 00:00,MUS,333,16805
07-08-22 00:00,MUS,2443,19248
14-08-22 00:00,MUS,5375,24623
21-08-22 00:00,MUS,11177,35800
28-08-22 00:00,MUS,10778,46578
04-09-22 00:00,MUS,8422,55000
11-09-22 00:00,MUS,1048,56048
18-09-22 00:00,MUS,6606,62654
25-09-22 00:00,MUS,3097,65737
02-10-22 00:00,MUS,1264,67001
09-10-22 00:00,MUS,1558,68431
16-10-22 00:00,MUS,332,68763
23-10-22 00:00,MUS,660,69423
30-10-22 00:00,MUS,539,69962
06-11-22 00:00,MUS,30999,100961
13-11-22 00:00,MUS,7525,108486
20-11-22 00:00,MUS,12210,120696
27-11-22 00:00,MUS,17677,138373
04-12-22 00:00,MUS,18089,156462
11-12-22 00:00,MUS,13334,169796
18-12-22 00:00,MUS,0,169796
25-12-22 00:00,MUS,11566,181362
01-01-23 00:00,MUS,11196,192558
08-01-23 00:00,MUS,17785,210343
15-01-23 00:00,MUS,4517,214860
22-01-23 00:00,MUS,0,214860
29-01-23 00:00,MUS,5484,220344
05-02-23 00:00,MUS,0,220344
12-02-23 00:00,MUS,2504,222848
19-02-23 00:00,MUS,0,222848
26-02-23 00:00,MUS,945,223793
05-03-23 00:00,MUS,929,224722
29-12-19 00:00,MUS,0,224722
05-01-20 00:00,MUS,1140,225862
12-01-20 00:00,MUS,989,226851
19-01-20 00:00,MUS,591,227442
26-01-20 00:00,MUS,0,227442
02-02-20 00:00,MUS,2037,229479
09-02-20 00:00,MUS,1557,231036
16-02-20 00:00,MUS,2046,233082
23-02-20 00:00,MUS,3569,236651
01-03-20 00:00,MUS,4514,241165
08-03-20 00:00,MUS,3685,244850
15-03-20 00:00,MUS,3870,248720
22-03-20 00:00,MUS,3026,251746
29-03-20 00:00,MUS,2654,254400
05-04-20 00:00,MUS,2052,256452
12-04-20 00:00,MUS,1849,258301
19-04-20 00:00,MUS,2646,260947
26-04-20 00:00,MUS,0,260947
03-05-20 00:00,MUS,1029,261976
10-05-20 00:00,MUS,672,262648
17-05-20 00:00,MUS,529,263177
24-05-20 00:00,MUS,603,263780
31-05-20 00:00,MUS,685,264465
07-06-20 00:00,MUS,836,265301
14-06-20 00:00,MUS,1188,266489
21-06-20 00:00,MUS,1908,268397
28-06-20 00:00,MUS,3470,271867
05-07-20 00:00,MUS,4589,276456
12-07-20 00:00,MUS,4707,281163
19-07-20 00:00,MUS,6836,287999
26-07-20 00:00,MUS,1981,289980
02-08-20 00:00,MUS,0,289980
09-08-20 00:00,MUS,1355,291335
16-08-20 00:00,MUS,2051,293386
23-08-20 00:00,MUS,0,293386
30-08-20 00:00,MUS,703,294089
06-09-20 00:00,MUS,513,294602
13-09-20 00:00,MUS,313,294915
20-09-20 00:00,MUS,246,295161
27-09-20 00:00,MUS,279,295440
04-10-20 00:00,MUS,0,295440
11-10-20 00:00,MUS,0,295440
11-10-20 00:00,MEX,10268,7470128
18-10-20 00:00,MEX,,
25-10-20 00:00,MEX,,
01-11-20 00:00,MEX,,
08-11-20 00:00,MEX,,
15-11-20 00:00,MEX,,
22-11-20 00:00,MEX,,
29-11-20 00:00,MEX,,
06-12-20 00:00,MEX,4,4
13-12-20 00:00,MEX,2,6
20-12-20 00:00,MEX,35,41
27-12-20 00:00,MEX,210,251
03-01-21 00:00,MEX,597,848
10-01-21 00:00,MEX,1042,1890
17-01-21 00:00,MEX,2329,4219
24-01-21 00:00,MEX,3278,7497
31-01-21 00:00,MEX,6345,13842
07-02-21 00:00,MEX,8246,22088
14-02-21 00:00,MEX,11372,33460
21-02-21 00:00,MEX,13684,47144
28-02-21 00:00,MEX,18712,65856
07-03-21 00:00,MEX,21656,87512
14-03-21 00:00,MEX,26107,113619
21-03-21 00:00,MEX,29071,142690
28-03-21 00:00,MEX,32512,175202
04-04-21 00:00,MEX,37600,212802
11-04-21 00:00,MEX,39363,252165
18-04-21 00:00,MEX,43103,295268
25-04-21 00:00,MEX,43645,338913
02-05-21 00:00,MEX,46123,385036
09-05-21 00:00,MEX,49157,434193
16-05-21 00:00,MEX,41709,475902
23-05-21 00:00,MEX,41812,517714
30-05-21 00:00,MEX,38502,556216
06-06-21 00:00,MEX,35496,591712
13-06-21 00:00,MEX,37697,629409
20-06-21 00:00,MEX,34564,663973
27-06-21 00:00,MEX,30148,694121
04-07-21 00:00,MEX,32310,726431
11-07-21 00:00,MEX,31522,757953
18-07-21 00:00,MEX,56375,814328
25-07-21 00:00,MEX,32780,847108
01-08-21 00:00,MEX,39692,886800
08-08-21 00:00,MEX,38162,924962
15-08-21 00:00,MEX,36976,961938
22-08-21 00:00,MEX,41315,1003253
29-08-21 00:00,MEX,29435,1032688
05-09-21 00:00,MEX,68715,1101403
12-09-21 00:00,MEX,66992,1168395
19-09-21 00:00,MEX,73041,1241436
26-09-21 00:00,MEX,72239,1313675
03-10-21 00:00,MEX,63542,1377217
10-10-21 00:00,MEX,66327,1443544
17-10-21 00:00,MEX,80492,1524036
24-10-21 00:00,MEX,106222,1630258
31-10-21 00:00,MEX,122089,1752347
07-11-21 00:00,MEX,104883,1857230
