date,iso_code,monthly_vaccinations,monthly_total_vaccinations,monthly_fully_vaccinated
2022-11-01,SVN,11841,1265294,1221370
2022-12-01,SVN,8597,1265333,1221416
2021-05-01,SOM,377,125582,
2021-09-01,SOM,19327,259041,236000
2021-06-01,SOM,17588,138603,69812
2022-06-01,SOM,0,2645189,1641835
2021-02-01,ZAF,762338,17660930,14815845
2021-01-01,ZAF,645684,17376900,14561395
2021-03-01,ZAF,759021,15562387,12620892
2021-04-01,ZAF,296666,15655530,12737700
2021-05-01,ZAF,778322,17840592,14948436
2021-06-01,ZAF,1384283,17944783,15023858
2021-09-01,ZAF,2015740,15917833,13030588
2021-10-01,ZAF,767779,15995893,13124865
2021-11-01,ZAF,1382741,17260202,14475754
2021-12-01,ZAF,556720,18905708,15833594
2021-07-01,ZAF,1365569,18053081,15104933
2021-08-01,ZAF,1868304,18157324,15182986
2022-02-01,ZAF,338381,22472709,19543985
2022-03-01,ZAF,1248341,22474988,19546272
2022-04-01,ZAF,904441,22475190,19546497
2022-10-01,ZAF,515071,22486686,19556194
2022-11-01,ZAF,523881,22486951,19556427
2022-12-01,ZAF,294197,23970891,21038797
2022-01-01,ZAF,1061457,22469707,19540712
2022-05-01,ZAF,948558,22475267,19546617
2022-06-01,ZAF,551750,22477273,19548379
2022-07-01,ZAF,482625,22479906,19550512
2022-08-01,ZAF,312010,22482325,19552517
2022-09-01,ZAF,250952,22484769,19554553
2021-02-01,KOR,2832650,42456759,41068915
2021-01-01,KOR,3141060,42433939,41007655
2021-03-01,KOR,2811621,42491269,41160383
2021-04-01,KOR,4240895,42512974,41213863
2021-05-01,KOR,5421668,42514778,41216004
2021-06-01,KOR,8283829,42567362,41282568
2021-07-01,KOR,8562891,42605414,41325085
2021-08-01,KOR,17880116,42651474,41377251
2021-09-01,KOR,14917377,42696994,41432739
2021-10-01,KOR,12233489,42748733,41508599
2021-11-01,KOR,6702895,42774992,41543476
2021-12-01,KOR,16876782,44012803,42370854
2022-01-01,KOR,6293104,44817732,44399022
2022-02-01,KOR,2817362,44818129,44399427
2022-03-01,KOR,2320060,44818341,44399621
2022-04-01,KOR,3339896,44818344,44399624
2022-05-01,KOR,1911090,44818589,44399874
2022-06-01,KOR,1101496,44818835,44400076
2022-07-01,KOR,2372166,44819077,44400331
2022-08-01,KOR,1578580,44819336,44400582
2022-09-01,KOR,635071,44819673,44401011
2022-10-01,KOR,1223808,44819821,44401188
2022-11-01,KOR,1194517,44819825,44401198
2022-12-01,KOR,888063,44820085,44401451
2021-07-01,SSD,201,51571,4344
2021-09-01,SSD,3130,74198,29553
2021-06-01,SSD,4158,84839,59737
2021-05-01,ESP,6114917,37755682,36802767
2021-08-01,ESP,5949118,37067635,34903802
2021-12-01,ESP,3409823,38607797,37777929
2021-01-01,ESP,3042207,38379778,37638438
2021-02-01,ESP,2634353,38409145,37655150
2021-03-01,ESP,3339283,38071080,37360864
2021-04-01,ESP,6127291,38083061,37375642
2021-09-01,ESP,3035523,38488342,37702839
2021-10-01,ESP,2900263,38130715,37431385
2021-11-01,ESP,3934803,38356928,37624032
2021-06-01,ESP,8512685,37772454,36832362
2021-07-01,ESP,8029392,37788299,36867685
2022-03-01,ESP,426461,41083791,39103590
2022-04-01,ESP,284480,39931922,38041112
2022-10-01,ESP,346959,40986943,38372822
2022-11-01,ESP,293716,40181430,38108556
2022-12-01,ESP,301713,40240794,38125469
2022-01-01,ESP,2846499,41076523,39062167
2022-02-01,ESP,1063680,41079854,39083122
2022-07-01,ESP,158018,40965263,38351440
2022-08-01,ESP,110033,40971209,38360610
2022-09-01,ESP,104693,40978740,38366565
2021-01-01,LKA,1354454,15932194,13749891
2021-02-01,LKA,1442566,15933967,13753715
2021-03-01,LKA,1006480,15935634,13756417
2021-04-01,LKA,817345,15718509,13521066
2021-05-01,LKA,1158464,15726331,13523722
2021-06-01,LKA,1322865,15945546,13766610
2021-07-01,LKA,6985381,15947255,13770028
2021-08-01,LKA,4575805,15948495,13771693
2021-09-01,LKA,4225649,15949941,13774140
2021-10-01,LKA,2152994,15825242,13596509
2021-11-01,LKA,861338,15929547,13745161
2021-12-01,LKA,3509889,15991500,13843044
2022-01-01,LKA,1237035,16904417,14180650
2022-02-01,LKA,1291139,16911102,14187343
2022-03-01,LKA,435270,16995787,14387077
2022-04-01,LKA,77128,16917770,14197139
2022-05-01,LKA,79404,16921171,14205539
2022-06-01,LKA,136695,16928363,14208755
2022-07-01,LKA,150349,16932560,14215095
2022-08-01,LKA,143322,16935016,14221829
2022-09-01,LKA,134323,16937437,14230593
2022-10-01,LKA,218204,16941266,14238047
2022-11-01,LKA,153824,16945836,14251784
2022-12-01,LKA,119330,16951559,14258603
2021-06-01,SDN,27249,554095,123862
2021-08-01,SDN,18323,417209,66311
2021-03-01,SUR,19101,250989,203502
2021-04-01,SUR,8179,251204,203733
2021-08-01,SUR,83231,259208,222956
2021-05-01,SUR,22800,232805,175554
2021-02-01,SUR,12080,258304,220663
2021-06-01,SUR,48213,258720,221717
2021-07-01,SUR,41106,258856,222122
2021-09-01,SUR,39379,259325,223209
2021-01-01,SUR,8444,250315,201868
2021-12-01,SUR,11470,260987,226940
2021-10-01,SUR,35653,259391,223353
2021-11-01,SUR,10881,259712,224126
2022-06-01,SUR,880,262301,229552
2022-01-01,SUR,1357,264640,232788
2022-02-01,SUR,162,265523,234389
2022-03-01,SUR,408,267084,236852
2020-12-01,CHE,4754,6280,12
2021-01-01,CHE,698139,5862174,5723505
2021-02-01,CHE,680582,5866236,5727657
2021-03-01,CHE,872554,5871235,5733544
2021-04-01,CHE,1330846,5874948,5736970
2021-05-01,CHE,1772306,5875806,5737396
2021-06-01,CHE,1785188,5880406,5742140
2021-07-01,CHE,1237476,5885435,5746844
2021-08-01,CHE,874726,5890562,5752348
2021-09-01,CHE,1014601,5895661,5757329
2021-10-01,CHE,842183,5901347,5764195
2021-11-01,CHE,1104963,5905452,5767665
2021-12-01,CHE,1626478,5966489,5830557
2022-01-01,CHE,798493,6094836,6010996
2022-02-01,CHE,159848,6094862,6011031
2022-03-01,CHE,164399,6094875,6011050
2022-04-01,CHE,166464,6094875,6011050
2022-05-01,CHE,143946,6094902,6011080
2022-06-01,CHE,138531,6094921,6011107
2022-07-01,CHE,233516,6094974,6011189
2022-08-01,CHE,149440,6094997,6011213
2022-09-01,CHE,101076,6095020,6011248
2022-10-01,CHE,440400,6095030,6011268
2022-11-01,CHE,308834,6095030,6011268
2022-12-01,CHE,192378,6095346,6011600
2023-01-01,CHE,20681,6095901,6012161
2023-02-01,CHE,6348,6096210,6012509
2023-03-01,CHE,2570,6095933,6012200
2023-04-01,CHE,3018,6095941,6012211
2023-05-01,CHE,2107,6095426,6011687
2023-06-01,CHE,2699,6095449,6011717
2023-07-01,CHE,1103,6095974,6012235
2023-08-01,CHE,921,6096001,6012273
2023-09-01,CHE,2723,6096005,6012288
2023-10-01,CHE,2915,6096039,6012307
2023-11-01,CHE,3404,6096047,6012318
2023-12-01,CHE,1908,6096047,6012318
2022-06-01,SYR,72289,2748571,1831005
2022-08-01,SYR,30134,2940095,2023735
2021-03-01,TWN,982251,18290428,13982639
2021-01-01,TWN,1041419,18272135,13538021
2021-02-01,TWN,840831,18281218,13717515
2021-06-01,TWN,1934889,18317806,14362320
2021-07-01,TWN,4480011,18338424,14546859
2021-08-01,TWN,2310294,18355174,14716533
2021-09-01,TWN,3854886,18391917,14808239
2021-10-01,TWN,5837175,18436686,14938092
2021-11-01,TWN,3402464,18246772,13300061
2021-12-01,TWN,1922657,18712858,16159278
2021-04-01,TWN,528377,17399450,8451790
2021-05-01,TWN,991997,17436784,8643466
2022-03-01,TWN,1264207,21809500,20565458
2022-04-01,TWN,2027941,21809758,20566394
2022-05-01,TWN,1704664,21810499,20568587
2022-06-01,TWN,2131725,21811333,20570491
2022-07-01,TWN,1673756,21812256,20572845
2022-01-01,TWN,4778455,21807355,20558313
2022-08-01,TWN,1242564,21813359,20575512
2022-09-01,TWN,1107941,21786623,20505461
2022-10-01,TWN,1344160,21787792,20508096
2022-11-01,TWN,1084325,21806429,20556008
2022-02-01,TWN,3207415,21808550,20562014
2022-12-01,TWN,712720,21829864,20627469
2023-01-01,TWN,48148,21869389,20733959
2023-02-01,TWN,240523,21869836,20735011
2023-03-01,TWN,26606,21856841,20697039
2023-06-01,TWN,23521,21858042,20700401
2023-07-01,TWN,23926,21858627,20702634
2023-08-01,TWN,22252,21859305,20705041
2023-09-01,TWN,21749,21859931,20707030
2021-07-01,TJK,11480,339749,19136
2021-06-01,TJK,113265,2097435,1077100
2021-02-01,THA,2580921,49048099,42370898
2021-03-01,THA,2776044,49298481,42649918
2021-04-01,THA,3547651,49368171,42700253
2021-05-01,THA,3930378,49473972,42733111
2021-06-01,THA,6881084,49508737,42766958
2021-07-01,THA,8426582,49664130,42966853
2021-08-01,THA,12411184,49813716,43142155
2021-09-01,THA,10033802,49980567,43381279
2021-10-01,THA,17409759,50088788,43556579
2021-11-01,THA,10945054,50107715,43592798
2021-12-01,THA,9980300,51410504,46319204
2021-01-01,THA,897102,42388465,30911219
2022-01-01,THA,8566229,56948335,53383977
2022-02-01,THA,4645685,56953008,53393757
2022-03-01,THA,4380398,56954051,53395218
2022-04-01,THA,3413022,56954647,53395916
2022-05-01,THA,3476119,56956347,53398846
2022-06-01,THA,2297827,56958336,53402533
2022-07-01,THA,2707117,56960637,53405628
2022-08-01,THA,1873685,56962630,53409390
2022-09-01,THA,1392028,57005497,53486086
2022-10-01,THA,1503720,56966869,53417011
2022-11-01,THA,1901474,56967414,53417869
2022-12-01,THA,1317441,56968947,53420777
2021-09-01,TLS,7881,424568,251323
2021-04-01,TTO,70482,692778,647907
2021-05-01,TTO,73701,693483,648391
2021-06-01,TTO,169033,693946,648651
2021-07-01,TTO,265614,695129,650050
2021-08-01,TTO,245657,696107,651135
2021-09-01,TTO,124932,696950,652152
2021-10-01,TTO,119293,697645,653077
2021-11-01,TTO,103307,698473,654075
2021-12-01,TTO,98343,712256,668717
2021-01-01,TTO,31547,689661,644888
2021-02-01,TTO,37607,690768,645833
2021-03-01,TTO,27725,691683,646734
2022-01-01,TTO,41823,751282,714123
2022-05-01,TTO,15336,752350,715653
2022-06-01,TTO,10787,752393,715699
2022-07-01,TTO,6111,753249,716568
2022-08-01,TTO,7453,753078,716407
2022-09-01,TTO,6925,753588,716898
2022-12-01,TTO,7495,752551,715886
2022-02-01,TTO,24059,751331,714205
2022-03-01,TTO,12116,753159,716488
2022-04-01,TTO,6189,752321,715617
2022-10-01,TTO,3798,753366,716671
2022-11-01,TTO,3234,752524,715844
2021-03-01,TUN,217470,6156042,5212203
2021-04-01,TUN,738264,6172013,5231608
2021-05-01,TUN,569376,6187495,5247095
2021-06-01,TUN,701233,6200507,5261145
2021-07-01,TUN,530601,6213822,5275808
2021-08-01,TUN,1310881,6228209,5291788
2021-09-01,TUN,661970,6241162,5306722
2021-10-01,TUN,726655,6257611,5324150
2021-11-01,TUN,1173396,6275922,5343504
2021-12-01,TUN,909271,6889208,5921997
2021-01-01,TUN,124805,6127532,5176785
2021-02-01,TUN,200099,6140882,5191973
2022-01-01,TUN,289637,7105519,6260918
2022-02-01,TUN,139402,7160078,6331265
2022-05-01,TUN,39068,7163868,6336058
2022-06-01,TUN,33166,7164186,6336607
2022-07-01,TUN,26527,7112952,6276485
2022-08-01,TUN,23599,7114276,6278773
2022-09-01,TUN,28067,7166473,6338837
2022-10-01,TUN,27934,7167040,6339503
2022-11-01,TUN,29523,7117804,6285618
2022-12-01,TUN,26786,7118728,6287835
2022-03-01,TUN,9153,7162573,6334308
2022-04-01,TUN,9349,7163290,6335224
2023-01-01,TUN,638,7217476,6398555
2021-01-01,TUR,5255679,56288895,50505240
2021-02-01,TUR,8606697,56314900,50550332
2021-03-01,TUR,8320185,56346149,50605933
2021-04-01,TUR,6984486,56360977,50632985
2021-05-01,TUR,7072449,56371961,50653666
2021-06-01,TUR,21215703,56398458,50698978
2021-07-01,TUR,17868466,56422378,50740424
2021-08-01,TUR,16370757,56445351,50780761
2021-09-01,TUR,10295132,56468112,50821293
2021-10-01,TUR,7479333,56494740,50871127
2021-11-01,TUR,5909268,56507792,50896427
2021-12-01,TUR,15209747,56914268,51604894
2022-01-01,TUR,4813595,57936783,53171790
2022-02-01,TUR,2375984,57928561,53162396
2022-03-01,TUR,1814523,57929076,53162959
2022-06-01,TUR,903804,57930348,53164426
2022-07-01,TUR,3614498,57930744,53164849
2022-08-01,TUR,1230150,57930829,53164980
2022-09-01,TUR,782202,57930884,53165045
2022-10-01,TUR,1016176,57936171,53171054
2022-11-01,TUR,949347,57931643,53165778
2022-12-01,TUR,778912,57920944,53153731
2022-04-01,TUR,620103,57929614,53163571
2022-05-01,TUR,412575,57930038,53164007
2021-03-01,UGA,96843,364582,
2021-05-01,UGA,156698,537440,4129
2021-06-01,UGA,58530,392146,
2021-07-01,UGA,46948,395805,
2021-08-01,UGA,151194,399746,
2021-11-01,UGA,8440,189409,
2021-12-01,UGA,12628,423092,
2021-04-01,UGA,132026,375283,
2021-02-01,UGA,31754,341819,
2021-09-01,UGA,5226,404972,
2021-01-01,UGA,4689,,
2021-02-01,UKR,1001056,13610068,11570170
2021-03-01,UKR,1168482,13685625,11710742
2021-04-01,UKR,1165237,13725903,11783121
2021-05-01,UKR,1086665,13753064,11826757
2021-06-01,UKR,1900605,13826161,11942418
2021-07-01,UKR,2867420,13905431,12062913
2021-08-01,UKR,3034902,13974698,12172442
2021-09-01,UKR,3036841,14031951,12272917
2021-10-01,UKR,4680248,14087749,12385478
2021-11-01,UKR,4878369,14114892,12441591
2021-12-01,UKR,2740649,14713309,13755421
2021-01-01,UKR,895168,13539487,11434041
2022-04-01,UKR,178828,15442557,14779030
2022-05-01,UKR,139149,15452739,14793218
2022-06-01,UKR,90467,15458480,14801246
2022-09-01,UKR,91054,15520585,14890617
2022-10-01,UKR,168640,15541411,14921258
2022-11-01,UKR,180400,15561671,14953544
2022-12-01,UKR,139033,15572034,14969913
2022-01-01,UKR,1315158,15373128,14692940
2022-02-01,UKR,582276,15712648,15142679
2022-03-01,UKR,75304,15420205,14749322
2022-07-01,UKR,63919,15478006,14830123
2022-08-01,UKR,72007,15499218,14861130
2021-08-01,ARE,1262455,9751830,8982422
2021-09-01,ARE,1568032,9761878,8990334
2021-10-01,ARE,1235934,9771891,9000225
2021-11-01,ARE,930359,9881456,9010183
2021-12-01,ARE,788193,9781743,9059559
2021-01-01,ARE,2615021,9672732,8949784
2021-02-01,ARE,1579829,9682525,8693503
2021-03-01,ARE,2480695,9702575,8703635
2021-04-01,ARE,1781358,9712427,8713491
2021-05-01,ARE,1435915,9722167,8723247
2021-06-01,ARE,2049177,9732190,8733256
2021-07-01,ARE,1254713,9741962,8974510
2022-04-01,ARE,51032,,9346339
2022-05-01,ARE,67558,9890271,9692466
2022-06-01,ARE,58978,,9138617
2022-07-01,ARE,49082,,9356371
2022-08-01,ARE,56417,,9366101
2022-11-01,ARE,44529,,9385932
2022-12-01,ARE,41828,,9395967
2022-01-01,ARE,428823,9890495,9702575
2022-03-01,ARE,28487,,9336617
2022-09-01,ARE,24798,,
2022-10-01,ARE,25545,,9375953
2022-02-01,ARE,279304,,9485024
2021-11-01,GBR,11310191,51255850,46745007
2021-12-01,GBR,15975815,51786768,47434251
2021-01-01,GBR,10519013,51020285,46431662
2021-02-01,GBR,9506102,51046133,46462638
2021-03-01,GBR,13967039,51069397,46492449
2021-04-01,GBR,12867127,51096311,46530247
2021-05-01,GBR,14214435,51118266,46557413
2021-06-01,GBR,10461730,51138245,46582425
2021-07-01,GBR,7708098,51161757,46610800
2021-08-01,GBR,7352387,51183457,46640237
2021-09-01,GBR,5993991,51207496,46674061
2021-10-01,GBR,10758918,51229559,46706023
2022-01-01,GBR,2667901,53802125,50731629
2022-02-01,GBR,1397198,53803521,50734844
2022-03-01,GBR,2140209,53806055,50742774
2022-04-01,GBR,3115388,53806963,50745901
2022-05-01,GBR,2045506,53736707,50563629
2022-06-01,GBR,1494621,53740635,50576269
2022-07-01,GBR,1284604,53742609,50582531
2022-08-01,GBR,1005272,53800393,50727968
2022-09-01,GBR,930736,53746565,50594973
2022-10-01,GBR,575317,53748627,50600643
2022-11-01,GBR,644029,53750794,50606847
2022-12-01,GBR,635222,53752910,50612418
2020-12-01,USA,5665825,5565711,46728
2021-01-01,USA,42053399,234247070,202857967
2021-02-01,USA,44172485,234689661,203257974
2021-03-01,USA,69666217,235171327,203757943
2021-04-01,USA,68273690,235468319,204220183
2021-05-01,USA,46500995,235631719,204412873
2021-06-01,USA,29122363,236015321,204743136
2021-07-01,USA,27063646,236412350,205089839
2021-08-01,USA,34546720,236813499,205447459
2021-09-01,USA,31873139,237210840,205791591
2021-10-01,USA,37079230,237630320,206195782
2021-11-01,USA,41055937,237893622,206537703
2021-12-01,USA,44286425,244131278,210252280
2022-01-01,USA,19570224,267674623,228815134
2022-02-01,USA,9363834,267722074,228851977
2022-03-01,USA,8903231,267745532,228868764
2022-04-01,USA,13187981,267760235,228878566
2022-05-01,USA,11527698,267799661,228906825
2022-06-01,USA,9353968,267839760,228936101
2022-07-01,USA,11436847,267881642,228966641
2022-08-01,USA,7883448,267923357,228997777
2022-09-01,USA,15076760,267969276,229031994
2022-10-01,USA,17077228,267994006,229048979
2022-11-01,USA,11669109,268010030,229059166
2022-12-01,USA,9808248,268603932,229457784
2023-01-01,USA,2141949,269250997,229882249
2023-02-01,USA,1049284,269554116,230075934
2023-03-01,USA,334746,269286996,229906934
2023-04-01,USA,254385,269295499,229912042
2023-05-01,USA,245979,269300783,229914672
2023-06-01,USA,362242,269318429,229925331
2023-07-01,USA,224982,269335307,229936332
2023-08-01,USA,158046,269351750,229947182
2023-09-01,USA,292046,269367709,229958194
2023-10-01,USA,297687,269384483,229970162
2023-11-01,USA,238814,269392809,229974944
2023-12-01,USA,213358,269397041,229976999
2021-02-01,URY,241823,2744883,2664110
2021-01-01,URY,250488,2744674,2663332
2021-03-01,URY,722813,2745360,2666181
2021-04-01,URY,926099,2745366,2666198
2021-05-01,URY,885531,2745368,2666200
2021-06-01,URY,887135,2746279,2666440
2021-07-01,URY,694041,2747270,2666918
2021-08-01,URY,823850,2747452,2668004
2021-09-01,URY,564277,2747704,2669030
2021-10-01,URY,422314,2747953,2670938
2021-11-01,URY,211233,2747957,2670954
2021-12-01,URY,344823,2758494,2678916
2022-01-01,URY,404926,3003297,2895612
2022-02-01,URY,136495,3003339,2895629
2022-03-01,URY,278672,3003341,2895630
2022-04-01,URY,121890,3002827,2895186
2022-05-01,URY,192536,3002827,2895187
2022-06-01,URY,168717,3003425,2895694
2022-07-01,URY,91416,3003440,2895704
2022-08-01,URY,78888,3003494,2895756
2022-09-01,URY,65962,3003522,2895778
2022-10-01,URY,102915,3003526,2895780
2022-11-01,URY,79476,3003275,2895597
2022-12-01,URY,56621,3004226,2896529
2023-03-01,URY,4209,3006581,2899067
2023-04-01,URY,4070,3006581,2899068
2023-05-01,URY,3678,3005984,2898215
2023-10-01,URY,1205,3004785,2897077
2023-11-01,URY,548,3006158,2898449
2023-01-01,URY,15767,3005815,2898044
2023-06-01,URY,672,3006030,2898299
2023-07-01,URY,673,3006070,2898359
2023-08-01,URY,3,3006070,2898359
2023-12-01,URY,502,3006189,2898496
2023-02-01,URY,129988,3006553,2899020
2021-04-01,UZB,78652,335610,
2021-11-01,UZB,3664597,17378302,
2021-12-01,UZB,2784877,15199786,
2021-08-01,UZB,2397604,18056727,
2021-07-01,UZB,571681,12025985,4941860
2021-09-01,UZB,1055858,11491111,4539621
2021-05-01,UZB,443604,17917259,4781754
2021-06-01,UZB,223676,11923044,4861151
2021-10-01,UZB,3198841,14834189,5882086
2021-03-01,UZB,258698,13827346,
2022-07-01,UZB,149647,,
2022-08-01,UZB,154024,,
2022-12-01,UZB,145313,,
2021-08-01,VNM,9262662,74039917,4189782
2021-09-01,VNM,18218342,74647961,56385381
2021-10-01,VNM,20953545,74713350,21045837
2021-11-01,VNM,24588618,74832161,16141038
2021-12-01,VNM,9779551,77138616,16493600
2021-03-01,VNM,3205020,73155299,10873929
2021-01-01,VNM,2553807,58013895,10126423
2021-02-01,VNM,3592724,72731280,53224715
2021-04-01,VNM,4114623,59355699,11613917
2021-05-01,VNM,2335877,35933360,12221677
2021-06-01,VNM,5284779,73663229,12806398
2021-07-01,VNM,4268976,73899767,3768683
2022-03-01,VNM,3662335,86510260,79373469
2022-06-01,VNM,5951105,86438964,79786295
2022-09-01,VNM,2522205,84922250,79501534
2022-10-01,VNM,2459047,85000540,79520223
2022-11-01,VNM,1666713,85053787,79524305
2022-01-01,VNM,1914460,84522854,79308876
2022-02-01,VNM,4427545,84545834,79331294
2022-04-01,VNM,5297875,84660862,79407336
2022-12-01,VNM,595048,85085764,79538300
2022-07-01,VNM,623970,84738162,79435135
2022-08-01,VNM,674759,84802748,79461389
2022-05-01,VNM,2253853,84666253,79411087
2021-04-01,ZMB,39311,289482,164924
2021-03-01,ZMB,38911,310672,731770
2021-05-01,ZMB,46909,292922,172838
2021-06-01,ZMB,21314,297173,180956
2021-01-01,ZMB,15858,285288,416471
2021-02-01,ZMB,17611,285979,426393
2021-08-01,ZMB,92757,309993,788134
2021-09-01,ZMB,42922,142198,457622
2021-10-01,ZMB,69268,303966,511004
2021-11-01,ZMB,50656,305427,667433
2021-12-01,ZMB,238037,155129,1038272
2021-07-01,ZMB,217678,302222,747604
2022-06-01,ZMB,234330,,4528604
2022-11-01,ZMB,50201,,1383464
2022-12-01,ZMB,35748,,1408599
2022-01-01,ZMB,142332,,1917408
2022-04-01,ZMB,110669,,2373900
2022-08-01,ZMB,217865,,4668257
2022-09-01,ZMB,31410,,2013903
2022-10-01,ZMB,16765,,1739920
2022-02-01,ZMB,100124,,1904594
2022-03-01,ZMB,319800,,3674839
2022-05-01,ZMB,307980,,3210489
2022-07-01,ZMB,59039,,3791388
2021-02-01,ZWE,195505,3830488,2851623
2021-01-01,ZWE,156913,3809900,2830540
2021-03-01,ZWE,333492,3845246,2864849
2021-04-01,ZWE,335514,3866139,2876054
2021-05-01,ZWE,374041,3875546,2884043
2021-06-01,ZWE,347926,3883107,2892364
2021-07-01,ZWE,732826,3897441,2910951
2021-08-01,ZWE,1168124,3908712,2926134
2021-09-01,ZWE,797960,3924960,2946350
2021-10-01,ZWE,486449,3938056,2961011
2021-11-01,ZWE,592056,3944813,2966885
2021-12-01,ZWE,621919,4112517,3121776
2022-01-01,ZWE,377977,6378079,4694787
2022-02-01,ZWE,334689,6435481,4748232
2022-03-01,ZWE,1402489,6435970,4748940
2022-04-01,ZWE,384981,6323289,4629963
2022-05-01,ZWE,893399,6324174,4630484
2022-06-01,ZWE,153731,6299348,4605821
2022-07-01,ZWE,227738,6383088,4700016
2022-08-01,ZWE,210236,6407937,4722200
2022-09-01,ZWE,158584,6431444,4744523
2022-10-01,ZWE,180358,6385052,4701724
2022-11-01,ZWE,152394,6386215,4703343
2022-12-01,ZWE,182091,6268685,4561362
